rank,title,popularity,article,bsn
1,電腦應用綜合討論,142094,75,60030
2,Steam 綜合討論板,58987,17,60599
3,綜合公仔玩具討論區,38249,16,60036
4,智慧型手機,15649,9,60559
5,影音視聽討論區,14847,5,60535
6,職場甘苦談,14136,16,60561
7,動漫相關綜合,12679,70,60037
8,ACG二手交易板,12521,92,60508
9,電影娛樂新視界,9658,18,60200
10,模型技術與資訊,5718,5,60053
11,歡樂惡搞 KUSO,5598,19,60084
12,布袋戲文化綜合討論區,5444,1,867
13,汽機車討論,4472,3,60545
14,電視遊樂器綜合討論區,3777,3,60001
15,野戰 (生存) 遊戲,3239,2,60534
16,軍事策略,2833,4,60208
17,酸甜苦辣留言板,2726,8,60091
18,VR 虛擬實境綜合討論,2190,0,60606
19,恐怖驚悚,1729,1,60201
20,虛擬 Youtuber（Vtuber）,1569,16,60608
21,繪畫與影像技術交流,1374,1,60143
22,講談說論,1320,7,60440
23,桌上角色扮演遊戲(TRPG)討論,1107,3,60429
24,熱門美國影集,1045,2,60481
25,世界之不可思議,1005,0,60433
26,女性向遊戲,991,0,60480
27,NBA 系列,917,0,4373
28,輕小說綜合,900,0,60415
29,百合天國,845,1,60405
30,美少女遊戲,778,1,60446
31,綜合實況討論板,679,13,60592
32,偽娘向上委員會,589,0,60552
33,桌上遊戲 (BoardGame) 綜合討論,538,0,60537
34,手機與行動遊戲討論區,536,1,60059
35,偵探推理,527,0,60219
36,NVIDIA 玩家交流區,473,0,60247
37,樂器交流板,459,0,60598
38,VOCALOID 虛擬人聲,413,0,60499
39,香港漫畫板,398,0,60414
40,軍旅生活,398,0,60564
41,空想奇談創作交流區,386,3,60154
42,Cosplay 電漫角色扮演,374,0,60253
43,Unity 遊戲引擎,369,0,60602
44,程式設計板,345,0,60292
45,幸福寵物交流區,312,1,60546
46,小品遊戲分享討論,307,1,60183
47,日本綜藝影劇,296,0,60531
48,集換式卡牌遊戲（TCG）討論區,287,0,81445
49,笑話板,264,0,60555
50,攝影交流板,262,1,60549
51,棒球運動推廣,258,2,60530
52,歐美動畫綜合討論,256,0,60605
53,自行車,216,0,60562
54,聲優天地,211,0,60388
55,綜合武術交流,195,0,60444
56,往日遊戲,186,0,60230
57,超級大玩家～吃喝玩樂電玩族,177,0,60080
58,網路購物交流,167,0,60554
59,電玩人求職中心,153,0,60490
60,電漫蘿莉,149,10,60199
61,PC 線上遊戲綜合討論區,148,0,60520
62,PC Game 電腦遊戲綜合討論區,144,0,60507
63,陰屍路,142,0,20346
64,外語討論板,129,1,60541
65,韓國綜藝影劇,122,0,60536
66,八卦板,111,0,60553
67,海外生活及旅遊相關,109,0,60497
68,Dolls 人形,109,0,60471
69,獸迷主題樂園,106,0,60604
70,網咖向上委員會,95,0,60355
71,綜合音樂板,95,0,60229
72,樂高積木相關綜合,93,0,60584
73,魔獸恩仇錄,90,0,60503
74,烹飪技巧,90,0,60565
75,奇幻文學與遊戲,85,0,60215
76,影像處理製作技巧,84,0,60427
77,巴哈姆特勇者造型哈啦板,82,0,60094
78,綜合運動板,81,0,60540
79,武俠世界,81,0,60368
80,BL 綜合討論,81,0,60198
81,日本歷史相關ACG(遊戲動漫),78,0,60238
82,MMD 製作與技術交流,78,0,60610
83,遊戲修改寶典,77,0,60041
84,AMD Fans 俱樂部,76,0,60152
85,飛鏢運動推廣交流,71,0,60589
86,心理測驗綜合討論,71,0,60217
87,獨立遊戲 Indie Game,70,0,60603
88,圖書交流哈啦板,62,1,60286
89,台中市,58,0,60569
90,光榮板,56,0,60022
91,國產遊戲綜合區,55,0,60402
92,魔術方塊,53,0,60532
93,中華歷史相關遊戲,52,0,60318
94,星座交流,48,0,60566
95,SQUARE ENIX,48,0,60071
96,校園生活,45,0,60556
97,迪士尼電影動畫系列綜合板,44,0,60600
98,台南市,43,0,60570
99,流行娛樂特區,38,0,60434
100,巴哈勇者造型創作技巧討論板,38,0,60153
101,屏東板,37,0,60579
102,高雄市,34,0,60571
103,新北市,33,0,60568
104,彰化板,33,0,60575
105,網路暨遊戲安全防護,30,0,60289
106,台北市,30,0,60567
107,桃園板,24,0,60572
108,特文館寫作交流區,22,0,60156
109,日本歌曲與歌手,22,0,60601
110,SCP 基金會綜合討論,22,0,22580
111,養成網頁遊戲～寵物愛好者,21,0,60306
112,光線槍射擊遊戲,21,0,60218
113,APP 軟體交流,21,0,60593
114,大眾交通討論板,20,0,60586
115,血肉之戰（Flesh and Blood）,19,0,71362
116,巴哈姆特三年級學員部,19,0,60457
117,嘉義板,19,0,60578
118,Lycee Trading Card Game,19,0,60505
119,JAM Project,19,0,60529
120,CSI 犯罪現場 系列,17,0,8092
