rank,title,popularity,article,bsn
1,電腦應用綜合討論,166131,65,60030
2,Steam 綜合討論板,84756,37,60599
3,綜合公仔玩具討論區,38570,10,60036
4,動漫相關綜合,16660,86,60037
5,影音視聽討論區,15951,9,60535
6,智慧型手機,14064,7,60559
7,職場甘苦談,13599,11,60561
8,ACG二手交易板,11641,92,60508
9,電影娛樂新視界,11312,17,60200
10,歡樂惡搞 KUSO,6694,4,60084
11,模型技術與資訊,5108,3,60053
12,汽機車討論,4640,1,60545
13,電視遊樂器綜合討論區,4199,7,60001
14,布袋戲文化綜合討論區,3869,2,867
15,野戰 (生存) 遊戲,3570,0,60534
16,講談說論,3539,9,60440
17,軍事策略,3236,3,60208
18,酸甜苦辣留言板,2889,2,60091
19,虛擬 Youtuber（Vtuber）,2580,16,60608
20,VR 虛擬實境綜合討論,2552,0,60606
21,NBA 系列,1968,0,4373
22,繪畫與影像技術交流,1952,1,60143
23,桌上角色扮演遊戲(TRPG)討論,1779,4,60429
24,恐怖驚悚,1529,0,60201
25,世界之不可思議,1252,0,60433
26,輕小說綜合,1171,4,60415
27,熱門美國影集,1023,2,60481
28,偽娘向上委員會,997,2,60552
29,綜合實況討論板,949,5,60592
30,美少女遊戲,922,0,60446
31,百合天國,838,5,60405
32,女性向遊戲,833,0,60480
33,軍旅生活,828,0,60564
34,桌上遊戲 (BoardGame) 綜合討論,729,0,60537
35,空想奇談創作交流區,726,4,60154
36,歐美動畫綜合討論,655,1,60605
37,手機與行動遊戲討論區,569,0,60059
38,小品遊戲分享討論,531,0,60183
39,程式設計板,520,1,60292
40,集換式卡牌遊戲（TCG）討論區,498,2,81445
41,樂器交流板,486,0,60598
42,香港漫畫板,474,0,60414
43,VOCALOID 虛擬人聲,454,0,60499
44,日本綜藝影劇,440,1,60531
45,偵探推理,436,0,60219
46,Cosplay 電漫角色扮演,428,0,60253
47,獨立遊戲 Indie Game,417,3,60603
48,幸福寵物交流區,375,1,60546
49,往日遊戲,366,0,60230
50,自行車,330,1,60562
51,聲優天地,325,0,60388
52,NVIDIA 玩家交流區,325,0,60247
53,棒球運動推廣,322,0,60530
54,攝影交流板,314,0,60549
55,綜合武術交流,301,1,60444
56,Unity 遊戲引擎,294,0,60602
57,電玩人求職中心,285,0,60490
58,笑話板,280,0,60555
59,超級大玩家～吃喝玩樂電玩族,271,2,60080
60,PC 線上遊戲綜合討論區,245,0,60520
61,電漫蘿莉,235,2,60199
62,獸迷主題樂園,235,0,60604
63,綜合音樂板,231,1,60229
64,八卦板,231,0,60553
65,樂高積木相關綜合,223,0,60584
66,Dolls 人形,214,1,60471
67,圖書交流哈啦板,202,2,60286
68,烹飪技巧,201,0,60565
69,PC Game 電腦遊戲綜合討論區,201,0,60507
70,網路購物交流,191,0,60554
71,外語討論板,191,0,60541
72,國產遊戲綜合區,191,3,60402
73,MMD 製作與技術交流,184,0,60610
74,韓國綜藝影劇,179,0,60536
75,巴哈姆特勇者造型哈啦板,176,0,60094
76,BL 綜合討論,176,0,60198
77,魔獸恩仇錄,156,0,60503
78,海外生活及旅遊相關,155,1,60497
79,中華歷史相關遊戲,138,0,60318
80,影像處理製作技巧,129,0,60427
81,日本歷史相關ACG(遊戲動漫),127,0,60238
82,迪士尼電影動畫系列綜合板,123,0,60600
83,AMD Fans 俱樂部,122,0,60152
84,遊戲修改寶典,119,0,60041
85,陰屍路,114,0,20346
86,養成網頁遊戲～寵物愛好者,112,0,60306
87,奇幻文學與遊戲,111,0,60215
88,心理測驗綜合討論,105,0,60217
89,網咖向上委員會,100,0,60355
90,台南市,98,0,60570
91,光榮板,94,0,60022
92,APP 軟體交流,93,0,60593
93,魔術方塊,91,0,60532
94,桃園板,89,0,60572
95,CSI 犯罪現場 系列,88,0,8092
96,嘉義板,87,0,60578
97,SQUARE ENIX,86,0,60071
98,武俠世界,82,0,60368
99,校園生活,82,0,60556
100,新竹板,82,0,60573
101,台中市,80,0,60569
102,網路暨遊戲安全防護,78,0,60289
103,屏東板,78,0,60579
104,花蓮板,77,0,60581
105,飛鏢運動推廣交流,70,0,60589
106,星座交流,68,0,60566
107,宜蘭板,68,0,60580
108,巴哈勇者造型創作技巧討論板,66,0,60153
109,寶寶天地,65,0,70091
110,流行娛樂特區,64,0,60434
111,家庭作業,64,0,60558
112,海外遊戲先鋒板,60,0,60543
113,大眾交通討論板,60,0,60586
114,運動類遊戲,58,0,60237
115,綜合運動板,58,0,60540
116,兩岸動漫遊戲交流板,57,0,60445
117,特文館寫作交流區,55,0,60156
118,港澳地區板,55,0,60519
119,光線槍射擊遊戲,55,0,60218
120,高雄市,53,1,60571
