rank,title,popularity,article,bsn
1,電腦應用綜合討論,124998,60,60030
2,Steam 綜合討論板,50721,21,60599
3,綜合公仔玩具討論區,37714,8,60036
4,智慧型手機,16523,11,60559
5,影音視聽討論區,14662,4,60535
6,ACG二手交易板,14417,95,60508
7,動漫相關綜合,12641,64,60037
8,職場甘苦談,11475,8,60561
9,電影娛樂新視界,7133,11,60200
10,模型技術與資訊,5071,3,60053
11,布袋戲文化綜合討論區,4348,3,867
12,汽機車討論,4220,0,60545
13,歡樂惡搞 KUSO,4037,14,60084
14,野戰 (生存) 遊戲,3905,1,60534
15,女性向遊戲,3676,2,60480
16,軍事策略,3551,7,60208
17,電視遊樂器綜合討論區,2654,0,60001
18,酸甜苦辣留言板,2162,5,60091
19,VR 虛擬實境綜合討論,2108,4,60606
20,桌上角色扮演遊戲(TRPG)討論,1810,15,60429
21,虛擬 Youtuber（Vtuber）,1632,15,60608
22,繪畫與影像技術交流,1618,1,60143
23,恐怖驚悚,1281,1,60201
24,講談說論,1127,3,60440
25,世界之不可思議,962,0,60433
26,輕小說綜合,882,1,60415
27,熱門美國影集,882,0,60481
28,手機與行動遊戲討論區,797,1,60059
29,百合天國,784,0,60405
30,美少女遊戲,773,0,60446
31,NBA 系列,665,2,4373
32,聲優天地,656,2,60388
33,軍旅生活,644,1,60564
34,桌上遊戲 (BoardGame) 綜合討論,638,0,60537
35,綜合實況討論板,592,8,60592
36,偽娘向上委員會,588,0,60552
37,樂器交流板,479,2,60598
38,NVIDIA 玩家交流區,464,0,60247
39,集換式卡牌遊戲（TCG）討論區,406,0,81445
40,VOCALOID 虛擬人聲,364,1,60499
41,程式設計板,358,0,60292
42,棒球運動推廣,300,0,60530
43,香港漫畫板,297,0,60414
44,幸福寵物交流區,283,1,60546
45,小品遊戲分享討論,276,0,60183
46,Cosplay 電漫角色扮演,262,0,60253
47,自行車,259,0,60562
48,歐美動畫綜合討論,252,0,60605
49,Unity 遊戲引擎,251,0,60602
50,攝影交流板,231,0,60549
51,Dolls 人形,219,1,60471
52,PC 線上遊戲綜合討論區,200,0,60520
53,往日遊戲,199,0,60230
54,空想奇談創作交流區,186,1,60154
55,電玩人求職中心,183,1,60490
56,日本綜藝影劇,178,0,60531
57,偵探推理,146,0,60219
58,綜合武術交流,140,2,60444
59,BL 綜合討論,133,0,60198
60,網咖向上委員會,122,0,60355
61,PC Game 電腦遊戲綜合討論區,122,0,60507
62,電漫蘿莉,117,6,60199
63,海外生活及旅遊相關,117,1,60497
64,笑話板,110,0,60555
65,烹飪技巧,109,0,60565
66,樂高積木相關綜合,107,1,60584
67,遊戲修改寶典,103,0,60041
68,網路購物交流,103,0,60554
69,外語討論板,98,0,60541
70,綜合音樂板,97,0,60229
71,超級大玩家～吃喝玩樂電玩族,94,0,60080
72,韓國綜藝影劇,91,0,60536
73,光榮板,91,0,60022
74,陰屍路,90,0,20346
75,獸迷主題樂園,89,0,60604
76,獨立遊戲 Indie Game,89,1,60603
77,SQUARE ENIX,80,0,60071
78,魔獸恩仇錄,77,0,60503
79,八卦板,77,0,60553
80,血肉之戰（Flesh and Blood）,59,0,71362
81,台南市,59,0,60570
82,MMD 製作與技術交流,55,0,60610
83,飛鏢運動推廣交流,51,0,60589
84,AMD Fans 俱樂部,51,0,60152
85,校園生活,50,0,60556
86,奇幻文學與遊戲,50,0,60215
87,迪士尼電影動畫系列綜合板,48,0,60600
88,武俠世界,48,0,60368
89,影像處理製作技巧,48,0,60427
90,中華歷史相關遊戲,48,0,60318
91,光線槍射擊遊戲,46,0,60218
92,巴哈姆特勇者造型哈啦板,43,0,60094
93,國產遊戲綜合區,42,0,60402
94,圖書交流哈啦板,39,0,60286
95,桃園板,38,0,60572
96,台中市,37,0,60569
97,日本歷史相關ACG(遊戲動漫),36,0,60238
98,SCP 基金會綜合討論,35,0,22580
99,台北市,34,0,60567
100,屏東板,32,0,60579
101,魔術板,29,0,60588
102,星座交流,27,0,60566
103,心理測驗綜合討論,27,0,60217
104,日本歌曲與歌手,26,0,60601
105,魔術方塊,25,0,60532
106,高雄市,24,0,60571
107,彰化板,23,0,60575
108,網路暨遊戲安全防護,21,0,60289
109,嘉義板,20,0,60578
110,APP 軟體交流,20,0,60593
111,新竹板,19,0,60573
112,巴哈姆特三年級學員部,19,0,60457
113,巴哈勇者造型創作技巧討論板,19,0,60153
114,宜蘭板,19,0,60580
115,雲林板,18,0,60577
116,西洋綜藝影劇,17,0,60538
117,苗栗板,17,0,60574
118,大眾交通討論板,17,0,60586
119,勇者小屋佈景創作交流區,17,0,60460
120,流行娛樂特區,16,0,60434
