rank,title,popularity,article,bsn
1,SD 鋼彈 G 世代 永恆,379020,209,74906
2,明日方舟：終末地,142581,54,74604
3,星塔旅人,142383,61,81566
4,鳴潮,138540,50,74934
5,魔御：STAR DIVE,128318,79,81457
6,棕色塵埃 2,124652,44,76207
7,神魔之塔,90039,82,23805
8,辟邪除妖 Variants Daphne,78751,43,70180
9,崩壞：星穹鐵道,76877,135,72822
10,原神,73303,118,36730
11,勝利女神：妮姬,72484,54,36390
12,RO 仙境傳說：世界之旅,65789,43,83054
13,貓咪大戰爭（にゃんこ大戦争）,62655,11,23772
14,天堂 Mobile,62265,18,25908
15,怪物彈珠,54926,26,25052
16,星之救援者 StarSavior,47891,27,81995
17,新熱血江湖：世界,39613,23,84232
18,卡厄思夢境,36517,13,80099
19,絕區零,36087,17,74860
20,Fate/Grand Order,31305,8,26742
21,Pikmin Bloom,29881,20,72889
22,七騎士 RE:BIRTH,28019,14,79741
23,三國志•戰略版,26179,16,36815
24,重返未來：1999,25590,103,75028
25,明日方舟,23077,13,33651
26,Monster Hunter Now,23076,7,77414
27,Pokemon GO,21927,10,29659
28,蔚藍檔案,20219,11,38898
29,七大罪：Origin,18466,11,74141
30,天堂 W,18195,12,71905
31,少女前線 2：追放,17453,33,70502
32,煙雨江湖,16925,7,71402
33,無盡輪迴：鬼域摸金,16771,41,85166
34,寶可夢集換式卡牌遊戲口袋版,16568,27,79688
35,全境封鎖：曙光,16251,15,75244
36,楓之谷 M,15640,2,29461
37,闇影詩章 Shadowverse,15595,6,29330
38,心動小鎮,14537,5,75403
39,異環,14392,25,80679
40,Another Eden：穿越時空的貓,13225,5,29220
41,女神異聞錄：夜幕魅影,12783,4,71034
42,傳說對決 Arena of Valor,12430,10,30518
43,超異域公主連結☆Re:Dive,12418,33,30861
44,第七史詩,12182,7,34880
45,RO 仙境傳說：愛如初見 Classic,12106,8,84500
46,碧藍航線,11214,6,32550
47,最後的克勞迪亞,10917,10,35735
48,MLB：9 局職棒 系列,9872,3,31114
49,英雄聯盟：聯盟戰棋,9808,2,38053
50,Pokémon Sleep,9550,18,36685
51,楓之谷：放置冒險記,9300,1,82899
52,信長之野望 真戰,9054,9,82869
53,魔靈召喚,8668,8,26380
54,我想成為影之強者！Master of Garden,7607,7,75993
55,運氣拼輸贏,7566,2,80385
56,杖劍傳說：坎斯汀之約,7409,1,80389
57,塵白禁域,6927,1,72111
58,Limbus Company,6910,2,73052
59,嘟嘟臉惡作劇,6770,4,78781
60,賽馬娘Pretty Derby,6647,5,34421
61,寶可夢大師,6608,7,36673
62,緋染天空 Heaven Burns Red,6317,3,37697
63,荒野亂鬥,6088,1,32407
64,遺忘之劍,6083,6,80652
65,鐳明閃擊,6027,37,80864
66,夢幻模擬戰 手機版,5947,0,33596
67,同盟塔防戰,5913,7,81508
68,薑餅人王國,5853,2,70199
69,逆水寒,5840,2,77001
70,鈴蘭之劍：爲這和平的世界,5727,0,71838
71,Kingshot,5541,1,82382
72,碧藍幻想 系列,5529,15,25204
73,寒霜啟示錄,5146,2,76999
74,MLB 勁旅對決,5041,4,77583
75,忘卻前夜 Morimens,4588,4,78829
76,RO 仙境傳說：守護永恆的愛 Classic,4578,2,82344
77,英雄傳說 卡卡布三部曲,4484,5,80736
78,守望傳說 Guardian Tales,4372,0,38113
79,XXL 猛漢町,4273,0,80107
80,世界計畫 繽紛舞台！ feat. 初音未來,4226,0,37505
81,交錯戰線,4216,7,79104
82,蔚藍星球：國王很忙,4181,1,83538
83,BanG Dream！少女樂團派對,4165,1,31877
84,RO仙境傳說：愛如初見（Ragnarok ORIGIN）,4133,0,37657
85,英雄聯盟：激鬥峽谷,3733,2,37459
86,龍族拼圖 Puzzle & Dragons,3698,1,22153
87,Rogue with the Dead - 亡途轉生,3664,2,81808
88,DRAGON BALL Z -七龍珠爆裂激戰-,3623,0,27096
89,天地劫 手機版,3612,0,38462
90,召喚圖板 Summons Board,3408,1,25691
91,JUMP 全明星亂鬥,3357,14,84902
92,遊戲王 決鬥聯盟,3199,4,29618
93,忍者喵喵：保衛村莊,3175,2,80326
94,鎖鏈戰記 CHAIN CHRONICLE,3158,3,24520
95,三國：謀定天下,3074,0,83812
96,RO 新世代：攜手同行,3047,1,37030
97,卡皮巴拉 Go,3013,0,81254
98,咒術迴戰 幻影夜行,2984,2,71515
99,飄流幻境 Re：星之方舟,2965,1,82442
100,全民打棒球 Pro,2945,3,39283
101,勇者來開團,2924,0,84046
102,希望 M ON CROSS,2922,4,84558
103,VAMPIR：血之繼承者,2919,0,83065
104,問答 RPG 魔法使與黑貓維茲,2917,3,25730
105,暗黑破壞神：永生不朽,2894,3,35531
106,克魯賽德戰記 Crusaders Quest,2824,1,27586
107,托蘭異世錄 Toram Online RPG,2814,6,28271
108,RAID : Shadow Legends,2764,1,36208
109,Evil Hunter Tycoon 獵魔村物語,2760,2,38066
110,魔法少女小圓 Magia Exedra（原：魔法紀錄）,2745,2,31057
111,獵人 HUNTER×HUNTER NEN×SURVIVOR,2623,2,83777
112,全明星街球派對,2509,0,79697
113,魔力寶貝：重返法蘭,2500,0,84025
114,部落衝突：皇室戰爭,2450,0,29712
115,弓箭傳說 系列,2421,3,36683
116,龍息：神寂,2373,14,77662
117,歧路旅人：大陸的霸者,2347,2,36225
118,劍與遠征：啟程,2308,0,75975
119,藍色星原：旅謠,2292,1,79865
120,黑色沙漠 MOBILE,2282,0,32841
