rank,title,popularity,article,bsn
1,塵白禁域,318958,91,72111
2,鳴潮,260832,210,74934
3,異環,178630,256,80679
4,原神,156088,65,36730
5,棕色塵埃 2,143239,52,76207
6,勝利女神：妮姬,116235,358,36390
7,卡厄思夢境,110458,60,80099
8,SD 鋼彈 G 世代 永恆,109114,78,74906
9,勇者鬥惡龍 破限亂鬥,89695,37,83661
10,Fate/Grand Order,77969,139,26742
11,崩壞：星穹鐵道,70771,56,72822
12,明日方舟：終末地,70706,70,74604
13,神魔之塔,68813,63,23805
14,貓咪大戰爭（にゃんこ大戦争）,47018,1,23772
15,辟邪除妖 Variants Daphne,41007,22,70180
16,天堂 Mobile,38334,13,25908
17,絕區零,36551,65,74860
18,傳說對決 Arena of Valor,35585,257,30518
19,明日方舟,33255,29,33651
20,怪物彈珠,31888,15,25052
21,Pikmin Bloom,29238,9,72889
22,RO 仙境傳說：世界之旅,29087,6,83054
23,蔚藍檔案,25535,19,38898
24,點點英雄：骰子傳說,25258,13,85135
25,闇影詩章 Shadowverse,24679,13,29330
26,寶可夢集換式卡牌遊戲口袋版,23788,37,79688
27,劍與遠征：啟程,19492,8,75975
28,Monster Hunter Now,17893,7,77414
29,Pokemon GO,17296,6,29659
30,鬼雄三國：主公有夠鬼,16727,25,85099
31,超異域公主連結☆Re:Dive,14371,36,30861
32,星塔旅人,13403,9,81566
33,心動小鎮,13135,5,75403
34,楓之谷：放置冒險記,12852,2,82899
35,天堂 W,12731,5,71905
36,少女前線 2：追放,12429,19,70502
37,緋染天空 Heaven Burns Red,12416,33,37697
38,三國志•戰略版,12166,5,36815
39,楓之谷 M,11891,3,29461
40,Another Eden：穿越時空的貓,11586,6,29220
41,煙雨江湖,11305,7,71402
42,碧藍航線,10870,7,32550
43,無盡輪迴：鬼域摸金,10786,5,85166
44,MLB：9 局職棒 系列,10266,6,31114
45,星之救援者 StarSavior,9991,8,81995
46,NBA 王朝崛起,9917,57,85221
47,夢幻模擬戰 手機版,9856,5,33596
48,Limbus Company,9716,7,73052
49,七騎士 RE:BIRTH,9576,8,79741
50,賽馬娘Pretty Derby,9253,5,34421
51,荒野亂鬥,8870,8,32407
52,全境封鎖：曙光,8755,3,75244
53,最後的克勞迪亞,8047,1,35735
54,魔御：STAR DIVE,7377,7,81457
55,女神異聞錄：夜幕魅影,7340,3,71034
56,XXL 猛漢町,7097,5,80107
57,信長之野望 真戰,7036,4,82869
58,七大罪：Origin,6976,4,74141
59,薑餅人王國,6860,1,70199
60,世界計畫 繽紛舞台！ feat. 初音未來,6849,2,37505
61,嘟嘟臉惡作劇,6568,4,78781
62,第七史詩,6449,1,34880
63,杖劍傳說：坎斯汀之約,6288,0,80389
64,RO 仙境傳說：愛如初見 Classic,6181,6,84500
65,Rogue with the Dead - 亡途轉生,6019,6,81808
66,DRAGON BALL Z -七龍珠爆裂激戰-,6004,11,27096
67,碧藍幻想 系列,5963,10,25204
68,三國：謀定天下,5639,1,83812
69,重返未來：1999,5557,4,75028
70,運氣拼輸贏,5376,5,80385
71,鈴蘭之劍：爲這和平的世界,5347,0,71838
72,魔靈召喚,4865,0,26380
73,龍族拼圖 Puzzle & Dragons,4817,3,22153
74,寒霜啟示錄,4771,1,76999
75,問答 RPG 魔法使與黑貓維茲,4763,5,25730
76,我獨自升級：ARISE,4628,2,77218
77,RO 新世代：攜手同行,4609,1,37030
78,逆水寒,4578,2,77001
79,Kingshot,4356,0,82382
80,Pokémon Sleep,4243,14,36685
81,寶可夢大師,4139,2,36673
82,歧路旅人：大陸的霸者,4026,5,36225
83,戰雙帕彌什,4005,3,37463
84,天地劫 手機版,3978,2,38462
85,BanG Dream！少女樂團派對,3968,1,31877
86,我想成為影之強者！Master of Garden,3963,3,75993
87,地牢深處 Dungeon Within,3943,2,85358
88,英雄聯盟：聯盟戰棋,3894,1,38053
89,白貓 Project,3842,0,26686
90,守望傳說 Guardian Tales,3780,4,38113
91,同盟塔防戰,3679,3,81508
92,蔚藍星球：國王很忙,3638,4,83538
93,MLB 勁旅對決,3407,3,77583
94,召喚圖板 Summons Board,3273,1,25691
95,魔法少女小圓 Magia Exedra（原：魔法紀錄）,2930,1,31057
96,弓箭傳說 系列,2913,2,36683
97,英雄傳說 卡卡布三部曲,2911,0,80736
98,Evil Hunter Tycoon 獵魔村物語,2894,1,38066
99,LINE Rangers 銀河特攻隊,2876,4,25967
100,忘卻前夜 Morimens,2866,2,78829
101,RO仙境傳說：守護永恆的愛,2856,1,28924
102,RAID : Shadow Legends,2848,1,36208
103,異域戰記,2833,1,73066
104,關於我轉生變成史萊姆這檔事 魔王與龍的建國譚,2832,2,70913
105,權力遊戲：國王大道,2818,14,81266
106,魔力寶貝：重返法蘭,2808,3,84025
107,Bleach：刀鳴,2795,2,78017
108,新熱血江湖：世界,2783,3,84232
109,緋紅的神約 Echocalypse,2766,0,75058
110,鎖鏈戰記 CHAIN CHRONICLE,2761,1,24520
111,復活邪神 Re ; universe,2743,4,35284
112,學園偶像大師,2741,8,79730
113,問劍長生,2689,0,83086
114,忍者喵喵：保衛村莊,2687,2,80326
115,遊戲王 決鬥聯盟,2628,0,29618
116,黑色沙漠 MOBILE,2526,0,32841
117,RO 仙境傳說：守護永恆的愛 Classic,2515,0,82344
118,部落衝突：皇室戰爭,2484,1,29712
119,英雄聯盟：激鬥峽谷,2472,2,37459
120,RO仙境傳說：愛如初見（Ragnarok ORIGIN）,2402,0,37657
