rank,title,popularity,article,bsn
1,電腦應用綜合討論,154239,58,60030
2,Steam 綜合討論板,50961,10,60599
3,綜合公仔玩具討論區,41510,30,60036
4,動漫相關綜合,17853,118,60037
5,智慧型手機,16136,16,60559
6,影音視聽討論區,15660,7,60535
7,職場甘苦談,15641,15,60561
8,電影娛樂新視界,14689,10,60200
9,ACG二手交易板,13019,80,60508
10,歡樂惡搞 KUSO,6248,15,60084
11,布袋戲文化綜合討論區,6141,3,867
12,模型技術與資訊,5745,4,60053
13,汽機車討論,4692,1,60545
14,野戰 (生存) 遊戲,4349,2,60534
15,電視遊樂器綜合討論區,4079,7,60001
16,講談說論,3812,17,60440
17,桌上角色扮演遊戲(TRPG)討論,3028,11,60429
18,軍事策略,2811,9,60208
19,酸甜苦辣留言板,2769,8,60091
20,虛擬 Youtuber（Vtuber）,2629,10,60608
21,恐怖驚悚,2042,2,60201
22,繪畫與影像技術交流,1732,0,60143
23,NBA 系列,1674,0,4373
24,VR 虛擬實境綜合討論,1670,1,60606
25,世界之不可思議,1633,2,60433
26,輕小說綜合,1263,1,60415
27,綜合實況討論板,1013,8,60592
28,熱門美國影集,1002,0,60481
29,美少女遊戲,983,1,60446
30,女性向遊戲,902,0,60480
31,偽娘向上委員會,856,0,60552
32,軍旅生活,850,1,60564
33,桌上遊戲 (BoardGame) 綜合討論,718,0,60537
34,空想奇談創作交流區,685,6,60154
35,百合天國,624,0,60405
36,VOCALOID 虛擬人聲,608,1,60499
37,樂器交流板,555,0,60598
38,Cosplay 電漫角色扮演,490,2,60253
39,手機與行動遊戲討論區,485,0,60059
40,香港漫畫板,483,0,60414
41,小品遊戲分享討論,471,0,60183
42,幸福寵物交流區,432,1,60546
43,偵探推理,429,0,60219
44,日本綜藝影劇,413,0,60531
45,集換式卡牌遊戲（TCG）討論區,396,1,81445
46,程式設計板,363,1,60292
47,歐美動畫綜合討論,355,0,60605
48,往日遊戲,350,0,60230
49,棒球運動推廣,343,2,60530
50,綜合武術交流,333,2,60444
51,Dolls 人形,324,1,60471
52,自行車,318,1,60562
53,NVIDIA 玩家交流區,317,0,60247
54,PC Game 電腦遊戲綜合討論區,309,3,60507
55,電漫蘿莉,288,21,60199
56,聲優天地,281,0,60388
57,Unity 遊戲引擎,279,0,60602
58,樂高積木相關綜合,265,0,60584
59,獨立遊戲 Indie Game,239,0,60603
60,韓國綜藝影劇,236,0,60536
61,綜合音樂板,226,0,60229
62,攝影交流板,212,0,60549
63,陰屍路,204,0,20346
64,八卦板,198,0,60553
65,超級大玩家～吃喝玩樂電玩族,194,0,60080
66,PC 線上遊戲綜合討論區,193,0,60520
67,烹飪技巧,166,0,60565
68,網路購物交流,162,0,60554
69,海外生活及旅遊相關,162,0,60497
70,外語討論板,160,0,60541
71,BL 綜合討論,148,0,60198
72,笑話板,145,0,60555
73,奇幻文學與遊戲,142,0,60215
74,MMD 製作與技術交流,141,0,60610
75,國產遊戲綜合區,140,0,60402
76,遊戲修改寶典,134,0,60041
77,AMD Fans 俱樂部,131,0,60152
78,獸迷主題樂園,128,0,60604
79,圖書交流哈啦板,122,0,60286
80,電玩人求職中心,118,0,60490
81,迪士尼電影動畫系列綜合板,118,0,60600
82,武俠世界,112,0,60368
83,日本歷史相關ACG(遊戲動漫),112,0,60238
84,影像處理製作技巧,107,0,60427
85,中華歷史相關遊戲,107,0,60318
86,巴哈姆特勇者造型哈啦板,103,0,60094
87,SCP 基金會綜合討論,99,0,22580
88,SQUARE ENIX,95,0,60071
89,台中市,84,0,60569
90,巴哈勇者造型創作技巧討論板,78,0,60153
91,CSI 犯罪現場 系列,78,0,8092
92,網咖向上委員會,77,0,60355
93,日本歌曲與歌手,75,0,60601
94,光榮板,75,0,60022
95,台南市,73,0,60570
96,校園生活,71,0,60556
97,光線槍射擊遊戲,68,0,60218
98,飛鏢運動推廣交流,67,0,60589
99,心理測驗綜合討論,66,0,60217
100,魔獸恩仇錄,65,0,60503
101,養成網頁遊戲～寵物愛好者,65,0,60306
102,花蓮板,63,0,60581
103,屏東板,63,0,60579
104,運動類遊戲,60,0,60237
105,新竹板,60,0,60573
106,台北市,59,0,60567
107,兩岸動漫遊戲交流板,59,0,60445
108,流行娛樂特區,58,0,60434
109,魔術方塊,57,0,60532
110,高雄市,56,0,60571
111,家庭作業,56,0,60558
112,海外遊戲先鋒板,54,0,60543
113,血肉之戰（Flesh and Blood）,53,0,71362
114,特文館寫作交流區,52,0,60156
115,星座交流,52,0,60566
116,同人誌萬花筒,52,0,60377
117,同人音樂,51,0,60523
118,綜合運動板,49,0,60540
119,嘉義板,47,0,60578
120,大眾交通討論板,45,0,60586
