rank,title,popularity,article,bsn
1,MapleStory Worlds,231044,77,79354
2,新楓之谷,206674,41,7650
3,天堂：經典版,138712,111,84452
4,暗黑破壞神 4,131089,73,75105
5,Final Fantasy XIV,96775,70,17608
6,燕雲十六聲,63898,208,75703
7,暗黑破壞神,61470,58,742
8,英雄聯盟 League of Legends,59211,180,17532
9,AION2,55366,68,82913
10,RO 仙境傳說 Online,51134,12,4212
11,黑色沙漠 BLACK DESERT,31949,11,19017
12,WOW 魔獸世界,22716,18,5219
13,RO 仙境傳說 Online：樂園,16665,7,83142
14,流亡黯道 Path of Exile,16483,0,18966
15,流亡黯道 PoE 2,16253,5,82273
16,Minecraft 我的世界（當個創世神）,15462,29,18673
17,赤血沙漠,12883,5,37615
18,Freestyle: Reboot,12403,13,85300
19,爐石戰記,10303,7,24044
20,天堂Lineage,8474,1,842
21,Garena 三角洲行動,8424,11,78342
22,戰鎚：40K 系列（Warhammer:40000）,8146,7,7506
23,新瑪奇 Mabinogi,7490,1,7422
24,APEX 英雄,7180,2,36072
25,新瑪奇英雄傳,7100,3,16583
26,鬥陣特攻,6850,2,27362
27,龍胤立志傳,6617,11,84973
28,希望戀曲 Online,6562,4,18041
29,CS Online﹝絕對武力﹞,5797,0,11902
30,Subnautica,5505,3,26553
31,戰艦世界 World of Warships,5428,1,21052
32,活俠傳,5337,6,73317
33,戰意,5108,4,30786
34,電馭叛客 2077,5083,0,23379
35,Slay the Spire,4884,4,33661
36,雀魂麻將majsoul,4775,1,36476
37,Dead by Daylight（黎明死線）,4657,3,29919
38,天國降臨：救贖 系列,4521,3,30945
39,火炬之光：無限,4438,1,74756
40,Warframe,4341,6,22797
41,柏德之門 系列,4214,0,2954
42,巨商,4135,2,5079
43,Once Human,4050,3,78260
44,大俠立志傳,4011,0,76900
45,戰車世界 World of Tanks,3769,6,18214
46,魔力寶貝,3371,0,2577
47,戰地風雲,3290,6,4220
48,幻獸帕魯,3190,0,71458
49,第一繼承者,3113,1,71782
50,魔獸爭霸,3068,0,3044
51,世紀帝國 系列,3053,0,1122
52,異塵餘生 系列,2879,3,2023
53,永恆輪迴,2799,0,38217
54,特戰英豪,2779,1,38093
55,上古卷軸 系列(The Elder Scrolls),2771,0,2526
56,飄流幻境 Online,2691,0,8897
57,暗黑破壞神 3,2651,0,21400
58,九日,2634,1,74687
59,武林同萌傳Online,2551,0,6960
60,戰爭雷霆（War Thunder）,2549,1,20947
61,絕地求生 PUBG,2518,1,30630
62,艾爾之光,2466,0,12259
63,對魔忍 RPG,2443,2,35303
64,Gamble With Your Friends,2437,0,85405
65,靈魂面甲,2422,1,79921
66,劍靈 Blade & Soul,2420,7,12980
67,戰慄時空之絕對武力( CS ),2381,0,1473
68,潛水員戴夫,2338,0,35628
69,RPG製作大師,2334,0,4918
70,星露谷物語 Stardew Valley,2333,0,20774
71,天外Online,2306,0,6784
72,漫威爭鋒,2271,5,79940
73,三國志 系列,2236,0,6331
74,艦隊 Collection,2214,0,24698
75,霧鎖王國,2130,0,77537
76,永恆冒險 Grand Chase Classic,2096,1,8948
77,吸血鬼倖存者,2082,0,74171
78,黑神話 系列,2064,1,39114
79,遙遙西土,2051,1,82985
80,金庸群俠傳,2044,0,10859
81,歐洲美洲卡車模擬 系列,2029,2,16179
82,失落的方舟（Lost Ark）,1982,0,27410
83,邊緣世界,1922,0,27313
84,空洞騎士  系列,1852,0,27487
85,風啟之旅,1851,3,84857
86,逸劍風雲決,1777,0,76881
87,科南的流亡,1713,1,31364
88,文明帝國 系列,1710,1,5114
89,Deep Rock：Galactic,1710,1,32374
90,阿爾比恩 Online,1696,2,27044
91,幕府將軍、全軍破敵系列,1687,0,4236
92,方舟 系列,1675,0,28423
93,R.E.P.O.,1632,0,82396
94,黑帝斯,1621,0,35739
95,鬼谷八荒,1595,0,70540
96,巫師 The Witcher 系列,1583,1,7364
97,天使之戀Online 國際版,1501,0,9734
98,V Rising,1491,0,71242
99,激戰 2（Guild Wars 2 ）,1435,1,16901
100,Stoneshard,1433,0,38794
101,童話 Online,1421,0,4211
102,Core Keeper,1414,0,74451
103,逃離塔科夫,1399,0,29943
104,魔獸世界：經典版,1375,1,36703
105,東方Project 系列,1347,2,10039
106,魔力寶貝：永恆初心,1340,0,70151
107,千年戰爭 Aigis～一般版～,1329,2,27417
108,決勝時刻,1325,1,5371
109,仙劍奇俠傳 系列,1318,1,2417
110,逃離鴨科夫,1283,0,83580
111,新天堂II,1277,3,5264
112,皇者天下,1243,1,38055
113,新熱血江湖 Online,1225,0,8294
114,神絆的導師,1214,0,77141
115,新龍之谷 Dragon Nest,1210,0,13211
116,石器時代 系列,1196,1,1571
117,殭屍毀滅工程 Project Zomboid,1191,2,20202
118,虹彩六號 系列,1169,0,1054
119,Grim Dawn,1164,0,19441
120,武林群俠傳 Online,1151,0,12118
