rank,title,popularity,article,bsn
1,鳴潮,229502,141,74934
2,棕色塵埃 2,166243,41,76207
3,絕區零,137543,104,74860
4,闇影詩章 Shadowverse,95673,35,29330
5,勝利女神：妮姬,87313,220,36390
6,貓咪大戰爭（にゃんこ大戦争）,82354,3,23772
7,神魔之塔,81054,79,23805
8,異環,79103,72,80679
9,原神,70136,30,36730
10,蔚藍檔案,66363,19,38898
11,明日方舟：終末地,56053,70,74604
12,SD 鋼彈 G 世代 永恆,54108,14,74906
13,雙面神姬,50318,20,85535
14,嘟嘟臉惡作劇,43464,30,78781
15,Fate/Grand Order,39371,49,26742
16,天堂 Mobile,34206,11,25908
17,怪物彈珠,32658,26,25052
18,崩壞：星穹鐵道,31754,6,72822
19,卡厄思夢境,31382,8,80099
20,辟邪除妖 Variants Daphne,28005,16,70180
21,三國志•戰略版,26864,2,36815
22,Pokemon GO,26632,1,29659
23,明日方舟,23622,14,33651
24,龍村 3,22923,14,85385
25,RO 仙境傳說：世界之旅,20762,11,83054
26,瑞利昂 (RELLION)：NPC 的生存記,20070,2,85516
27,Monster Hunter Now,19619,7,77414
28,傳說對決 Arena of Valor,16460,28,30518
29,煙雨江湖,16206,6,71402
30,超異域公主連結☆Re:Dive,15841,28,30861
31,Pikmin Bloom,15757,4,72889
32,碧藍幻想 系列,15396,15,25204
33,勇者鬥惡龍 破限亂鬥,15213,4,83661
34,天堂 W,14378,4,71905
35,像素深淵,13326,17,85250
36,楓之谷 M,12854,1,29461
37,碧藍航線,12811,5,32550
38,信長之野望 真戰,12772,25,82869
39,寶可夢集換式卡牌遊戲口袋版,12705,17,79688
40,星之救援者 StarSavior,12507,2,81995
41,賽馬娘Pretty Derby,11872,143,34421
42,少女前線 2：追放,10974,26,70502
43,Another Eden：穿越時空的貓,10914,4,29220
44,緋染天空 Heaven Burns Red,10543,31,37697
45,龍族拼圖 Puzzle & Dragons,10030,4,22153
46,XXL 猛漢町,8911,7,80107
47,第七史詩,8485,6,34880
48,最後的克勞迪亞,8409,12,35735
49,生存 33 天,8144,4,85588
50,三國：謀定天下,7936,0,83812
51,杖劍傳說：坎斯汀之約,7731,0,80389
52,心動小鎮,7476,5,75403
53,RO 新世代：攜手同行,7343,2,37030
54,楓之谷：放置冒險記,7255,1,82899
55,Rogue with the Dead - 亡途轉生,7044,0,81808
56,Pokémon Sleep,7041,31,36685
57,七騎士 RE:BIRTH,6976,1,79741
58,女神異聞錄：夜幕魅影,6899,1,71034
59,世界計畫 繽紛舞台！ feat. 初音未來,6879,1,37505
60,點點英雄：骰子傳說,6551,1,85135
61,逆水寒,6464,3,77001
62,天地劫 手機版,6414,3,38462
63,初心者傳說：夢境大冒險,6187,7,85537
64,夢幻模擬戰 手機版,6166,1,33596
65,運氣拼輸贏,6048,0,80385
66,荒野亂鬥,5758,2,32407
67,暗黑破壞神：永生不朽,5723,4,35531
68,MLB：9 局職棒 系列,5480,2,31114
69,二重螺旋,5262,5,78855
70,寒霜啟示錄,5198,3,76999
71,星塔旅人,5139,0,81566
72,鈴蘭之劍：爲這和平的世界,5119,1,71838
73,問答 RPG 魔法使與黑貓維茲,5116,9,25730
74,克魯賽德戰記 Crusaders Quest,4967,1,27586
75,Kingshot,4629,6,82382
76,Limbus Company,4523,1,73052
77,歧路旅人：大陸的霸者,4461,3,36225
78,忘卻前夜 Morimens,4380,3,78829
79,重返未來：1999,4277,2,75028
80,DRAGON BALL Z -七龍珠爆裂激戰-,4257,1,27096
81,權力遊戲：國王大道,4033,3,81266
82,塵白禁域,3890,3,72111
83,緋紅的神約 Echocalypse,3743,1,75058
84,召喚圖板 Summons Board,3655,2,25691
85,白貓 Project,3581,1,26686
86,超時空街球對決,3530,2,85216
87,RAID : Shadow Legends,3418,4,36208
88,英雄傳說 卡卡布三部曲,3410,1,80736
89,遊戲王 決鬥聯盟,3404,3,29618
90,魔靈召喚,3331,0,26380
91,地牢深處 Dungeon Within,3279,0,85358
92,MLB 勁旅對決,3273,2,77583
93,劍與遠征：啟程,3152,1,75975
94,忍者喵喵：保衛村莊,3006,1,80326
95,弓箭傳說 系列,3003,2,36683
96,閃電十一人 交鋒,2973,6,84536
97,藍色星原：旅謠,2929,0,79865
98,薑餅人王國,2928,1,70199
99,飄流幻境 Re：星之方舟,2927,1,82442
100,同盟塔防戰,2901,3,81508
101,魔御：STAR DIVE,2813,2,81457
102,守望傳說 Guardian Tales,2793,5,38113
103,戰雙帕彌什,2754,4,37463
104,寶可夢大師,2744,2,36673
105,Evil Hunter Tycoon 獵魔村物語,2670,0,38066
106,Bleach：刀鳴,2619,4,78017
107,NBA 王朝崛起,2609,3,85221
108,櫻境物語,2575,0,74636
109,BanG Dream！少女樂團派對,2568,0,31877
110,部落衝突：皇室戰爭,2557,1,29712
111,無盡輪迴：鬼域摸金,2550,1,85166
112,第五人格,2536,3,34038
113,我想成為影之強者！Master of Garden,2511,2,75993
114,RO 仙境傳說：口袋戰記,2486,2,82607
115,英雄聯盟：聯盟戰棋,2364,1,38053
116,RO 仙境傳說：守護永恆的愛 Classic,2323,0,82344
117,崩壞 3rd,2293,1,31066
118,瑪奇 Mobile,2291,7,32564
119,怪獸 8 號 THE GAME,2237,1,81768
120,遺忘之劍,2192,1,80652
