rank,title,popularity,article,bsn
1,新楓之谷：經典版,235148,128,85994
2,新楓之谷,175728,44,7650
3,MapleStory Worlds,126966,20,79354
4,暗黑破壞神 4,108008,52,75105
5,RO 仙境傳說 Online,86552,28,4212
6,WOW 魔獸世界,76515,55,5219
7,Final Fantasy XIV,54398,52,17608
8,龍之谷：懷舊服,45572,28,85337
9,天堂：經典版,42435,17,84452
10,燕雲十六聲,38927,39,75703
11,英雄聯盟 League of Legends,35366,15,17532
12,AION2,31475,21,82913
13,黑色沙漠 BLACK DESERT,30814,12,19017
14,暗黑破壞神,27810,66,742
15,SpiritVale,27344,9,85861
16,締造者：放逐之境,23552,60,81468
17,流亡黯道 Path of Exile,18909,3,18966
18,流亡黯道 PoE 2,15417,4,82273
19,戰犬行動,15272,9,84714
20,潛水員戴夫,14578,3,35628
21,天使之戀Online 國際版,13367,8,9734
22,活俠傳,12944,19,73317
23,Minecraft 我的世界（當個創世神）,11608,48,18673
24,RO 仙境傳說 Online：樂園,11325,7,83142
25,希望戀曲 Online,10395,4,18041
26,幻獸帕魯,10304,5,71458
27,特戰英豪,9428,3,38093
28,爐石戰記,9388,7,24044
29,新龍之谷 Dragon Nest,9122,1,13211
30,半夜別修仙,8817,5,86359
31,CS Online﹝絕對武力﹞,8470,10,11902
32,鬥陣特攻,8288,5,27362
33,新瑪奇 Mabinogi,8104,3,7422
34,幻世錄 系列,7132,11,3490
35,亂 2 Online,6929,0,5270
36,新瑪奇英雄傳,6821,3,16583
37,Once Human,6764,5,78260
38,Garena 三角洲行動,6628,7,78342
39,APEX 英雄,6557,2,36072
40,赤血沙漠,5766,4,37615
41,戰鎚：40K 系列（Warhammer:40000）,5276,4,7506
42,世紀帝國 系列,5110,1,1122
43,瓦爾海姆,5027,2,38700
44,天堂Lineage,4866,2,842
45,戰艦世界 World of Warships,4842,1,21052
46,Dead by Daylight（黎明死線）,4522,1,29919
47,雀魂麻將majsoul,4518,4,36476
48,柏德之門 系列,4314,0,2954
49,勇 Online,4282,0,11712
50,三國志 系列,4173,3,6331
51,電馭叛客 2077,3819,1,23379
52,Core Keeper,3803,0,74451
53,戰車世界 World of Tanks,3798,5,18214
54,魔力寶貝,3748,3,2577
55,Warframe,3728,2,22797
56,夢之形,3441,1,82031
57,龍之劍：覺醒,3400,0,76636
58,魔獸世界：經典版,3290,3,36703
59,戰慄時空之絕對武力( CS ),3132,2,1473
60,天國降臨：救贖 系列,3126,2,30945
61,TBH: 塔斯克巴·英雄,2975,0,85631
62,黑神話 系列,2906,0,39114
63,魔獸爭霸,2872,2,3044
64,第一繼承者,2822,1,71782
65,艾爾之光,2724,1,12259
66,飄流幻境 Online,2621,0,8897
67,絕地求生 PUBG,2562,3,30630
68,巫師 The Witcher 系列,2517,0,7364
69,戰意,2488,5,30786
70,異塵餘生 系列,2403,0,2023
71,武林同萌傳Online,2352,0,6960
72,殭屍毀滅工程 Project Zomboid,2258,8,20202
73,盧恩傳奇：龍荒秘境,2232,1,82667
74,戰地風雲,2112,2,4220
75,漫威爭鋒,2002,1,79940
76,幕府將軍、全軍破敵系列,1977,0,4236
77,賽爾號,1922,0,18072
78,暗黑破壞神 3,1900,1,21400
79,天外Online,1833,1,6784
80,激戰 2（Guild Wars 2 ）,1822,0,16901
81,Grim Dawn,1784,2,19441
82,龍胤立志傳,1774,1,84973
83,大俠立志傳,1766,0,76900
84,邊緣世界,1744,1,27313
85,永恆冒險 Grand Chase Classic,1649,0,8948
86,永恆輪迴,1631,2,38217
87,對魔忍 RPG,1623,1,35303
88,七日殺,1590,0,24608
89,艦隊 Collection,1576,1,24698
90,逸劍風雲決,1540,0,76881
91,阿爾比恩 Online,1536,13,27044
92,石器時代 系列,1535,2,1571
93,戰爭雷霆（War Thunder）,1469,1,20947
94,上古卷軸 系列(The Elder Scrolls),1466,0,2526
95,搞鬼 Online（Ghost）,1457,0,9753
96,Unlight,1438,0,20111
97,RPG製作大師,1384,1,4918
98,三國鼎立 Online,1270,0,12613
99,吸血鬼倖存者,1262,0,74171
100,空洞騎士  系列,1238,0,27487
101,鬼谷八荒,1228,0,70540
102,最後紀元 Last Epoch,1200,0,35693
103,MUV-LUV 少女庭園,1197,1,83149
104,武林群俠傳 Online,1185,0,12118
105,金庸群俠傳,1176,1,10859
106,逃離塔科夫,1170,1,29943
107,黎明行者之血,1150,2,79458
108,劍靈 Blade & Soul,1148,1,12980
109,Cities: Skylines,1148,0,27991
110,仙劍奇俠傳 系列,1145,2,2417
111,千年戰爭 Aigis～一般版～,1121,0,27417
112,皇者天下,1116,0,38055
113,Soul's Remnant,1104,0,86136
114,三國群英傳Online,1092,0,6777
115,星海爭霸,1047,0,3037
116,星露谷物語 Stardew Valley,1034,0,20774
117,騎馬與砍殺,1030,0,16393
118,遺跡：來自灰燼,1000,0,34991
119,暴雪英霸,966,0,25199
120,霧鎖王國,935,0,77537
