rank,title,popularity,article,bsn
1,天堂：經典版,245212,147,84452
2,Final Fantasy XIV,211875,139,17608
3,MapleStory Worlds,203157,68,79354
4,AION2,197760,99,82913
5,新楓之谷,143774,32,7650
6,燕雲十六聲,72130,68,75703
7,RO 仙境傳說 Online,69560,13,4212
8,暗黑破壞神,53767,127,742
9,英雄聯盟 League of Legends,47210,45,17532
10,赤血沙漠,36384,15,37615
11,黑色沙漠 BLACK DESERT,34203,21,19017
12,流亡黯道 Path of Exile,33498,7,18966
13,WOW 魔獸世界,25503,21,5219
14,火炬之光：無限,23120,8,74756
15,暗黑破壞神 4,21448,5,75105
16,RO 仙境傳說 Online：樂園,15254,6,83142
17,Garena 三角洲行動,15101,14,78342
18,Minecraft 我的世界（當個創世神）,13581,33,18673
19,Slay the Spire,13278,4,33661
20,風啟之旅,11930,10,84857
21,鬥陣特攻,10782,6,27362
22,雀魂麻將majsoul,10519,1,36476
23,天堂Lineage,10079,0,842
24,爐石戰記,9911,3,24044
25,龍胤立志傳,8981,3,84973
26,靈魂面甲,8936,10,79921
27,新瑪奇 Mabinogi,7213,0,7422
28,戰鎚：40K 系列（Warhammer:40000）,6876,1,7506
29,APEX 英雄,6141,2,36072
30,CS Online﹝絕對武力﹞,6095,5,11902
31,電馭叛客 2077,5934,1,23379
32,戰車世界 World of Tanks,5715,3,18214
33,新瑪奇英雄傳,5167,1,16583
34,Warframe,5096,8,22797
35,活俠傳,5025,3,73317
36,戰艦世界 World of Warships,5021,3,21052
37,希望戀曲 Online,4999,4,18041
38,Once Human,4926,3,78260
39,永恆輪迴,4912,2,38217
40,天國降臨：救贖 系列,4529,2,30945
41,柏德之門 系列,4440,0,2954
42,飄流幻境 Online,4304,0,8897
43,幻獸帕魯,4293,0,71458
44,世紀帝國 系列,4230,1,1122
45,戰慄時空之絕對武力( CS ),4139,6,1473
46,Dead by Daylight（黎明死線）,4121,2,29919
47,大俠立志傳,4023,1,76900
48,魔力寶貝,3812,0,2577
49,黑帝斯,3614,0,35739
50,絕地求生 PUBG,3543,0,30630
51,流亡黯道 PoE 2,3315,0,82273
52,第一繼承者,3182,1,71782
53,戰地風雲,2923,1,4220
54,潛水員戴夫,2921,1,35628
55,NEKOPARA 系列,2870,8,27445
56,異塵餘生 系列,2816,1,2023
57,天外Online,2772,0,6784
58,戰意,2744,2,30786
59,暗黑破壞神 3,2705,0,21400
60,霧鎖王國,2688,0,77537
61,三國志 系列,2654,0,6331
62,魔獸爭霸,2504,2,3044
63,阿爾比恩 Online,2478,5,27044
64,金庸群俠傳,2477,1,10859
65,漫威爭鋒,2466,1,79940
66,特戰英豪,2420,0,38093
67,武林同萌傳Online,2415,0,6960
68,Core Keeper,2382,1,74451
69,上古卷軸 系列(The Elder Scrolls),2371,1,2526
70,Stoneshard,2331,0,38794
71,空洞騎士  系列,2301,1,27487
72,戰爭雷霆（War Thunder）,2227,1,20947
73,御城收藏,2183,2,26608
74,劍靈 Blade & Soul,2169,3,12980
75,Crusader Kings,2152,2,19480
76,鬼谷八荒,2074,1,70540
77,艦隊 Collection,2051,3,24698
78,巨商,2031,0,5079
79,新熱血江湖 Online,1975,0,8294
80,艾爾之光,1954,0,12259
81,黑神話 系列,1928,0,39114
82,最後紀元 Last Epoch,1868,1,35693
83,幕府將軍、全軍破敵系列,1847,3,4236
84,守墓者,1830,1,35066
85,吸血鬼倖存者,1797,0,74171
86,逸劍風雲決,1751,0,76881
87,巫師 The Witcher 系列,1716,0,7364
88,星露谷物語 Stardew Valley,1697,0,20774
89,Lords of the Fallen,1696,1,24353
90,Free Style,1609,26,8610
91,方舟 系列,1566,0,28423
92,RPG製作大師,1537,0,4918
93,騎馬與砍殺,1533,0,16393
94,Don't Starve,1523,0,23632
95,逃離鴨科夫,1500,0,83580
96,童話 Online,1463,0,4211
97,武林群俠傳 Online,1446,0,12118
98,邊緣世界,1444,0,27313
99,石器時代 系列,1444,0,1571
100,殭屍毀滅工程 Project Zomboid,1398,2,20202
101,失落的方舟（Lost Ark）,1367,1,27410
102,永無寧日,1348,1,79196
103,仙劍奇俠傳 系列,1337,0,2417
104,永恆冒險 Grand Chase Classic,1314,0,8948
105,A.V.A 戰地之王,1268,1,16618
106,Unlight,1260,3,20111
107,皇者天下,1217,0,38055
108,未來啟示錄（SP1）,1198,0,16349
109,歐洲美洲卡車模擬 系列,1183,0,16179
110,東方Project 系列,1159,4,10039
111,Oxygen Not Included,1136,2,31746
112,千年戰爭 Aigis～一般版～,1108,0,27417
113,對魔忍特遣隊,1104,1,84391
114,逃離塔科夫,1083,0,29943
115,激戰 2（Guild Wars 2 ）,1075,1,16901
116,魔獸世界：經典版,1074,1,36703
117,Grim Dawn,1069,1,19441
118,新墨魂 Online,1068,4,38561
119,天使之戀Online 國際版,1050,0,9734
120,新龍之谷 Dragon Nest,1048,2,13211
