rank,title,popularity,article,bsn
1,鳴潮,181097,88,74934
2,瑪奇 Mobile,172508,105,32564
3,勝利女神：妮姬,118187,66,36390
4,神魔之塔,102378,76,23805
5,SD 鋼彈 G 世代 永恆,92510,28,74906
6,棕色塵埃 2,78395,23,76207
7,明日方舟：終末地,68456,41,74604
8,原神,61066,52,36730
9,怪物彈珠,55276,34,25052
10,異環,54042,48,80679
11,崩壞：星穹鐵道,51764,25,72822
12,貓咪大戰爭（にゃんこ大戦争）,49883,4,23772
13,Fate/Grand Order,48906,50,26742
14,辟邪除妖 Variants Daphne,40790,12,70180
15,絕區零,38594,24,74860
16,天堂 Mobile,34156,20,25908
17,塔塔冒險隊,32920,17,85848
18,Pokemon GO,32594,11,29659
19,三國觀滄海,25139,16,85287
20,緋染天空 Heaven Burns Red,24798,8,37697
21,hololive Dreams,22239,26,84454
22,三國志•戰略版,21864,4,36815
23,Monster Hunter Now,21402,9,77414
24,明日方舟,21227,12,33651
25,蔚藍檔案,18702,9,38898
26,鬥破蒼穹 M：少年崛起,18618,24,85983
27,卡厄思夢境,18491,6,80099
28,少女前線 2：追放,17358,16,70502
29,超異域公主連結☆Re:Dive,16921,39,30861
30,薑餅人放置大戰爭,16812,27,85818
31,星之救援者 StarSavior,16614,7,81995
32,楓之谷：放置冒險記,15653,3,82899
33,煙雨江湖,15487,4,71402
34,搞鬼 M,15177,12,80259
35,楓之谷 M,14939,4,29461
36,傳說對決 Arena of Valor,14724,17,30518
37,寶可夢集換式卡牌遊戲口袋版,14190,35,79688
38,七騎士 RE:BIRTH,13509,8,79741
39,第七史詩,13453,14,34880
40,天堂 W,13172,4,71905
41,最後的克勞迪亞,12199,4,35735
42,闇影詩章 Shadowverse,12187,20,29330
43,碧藍幻想 系列,11874,12,25204
44,RO 仙境傳說：世界之旅,11802,1,83054
45,碧藍航線,11361,5,32550
46,隨機骰子 系列,11071,0,37396
47,賽馬娘Pretty Derby,10365,11,34421
48,我的英雄學院：UNITED SURVIVAL,10279,8,85186
49,Another Eden：穿越時空的貓,9730,11,29220
50,寶可夢大師,9321,6,36673
51,勇者鬥惡龍 破限亂鬥,8917,10,83661
52,天地劫 手機版,8796,7,38462
53,MAJO - 末日策略 RPG,8585,3,85761
54,Limbus Company,8162,3,73052
55,星塔旅人,8098,1,81566
56,忍者喵喵：保衛村莊,7713,8,80326
57,重返未來：1999,7626,14,75028
58,DRAGON BALL Z -七龍珠爆裂激戰-,7610,3,27096
59,Pikmin Bloom,7470,8,72889
60,三國群英傳：策定九州,7422,18,84636
61,BLEACH 死神 Brave Souls,7363,5,27808
62,Hero Siege,7151,1,25288
63,鈴蘭之劍：爲這和平的世界,7071,3,71838
64,龍村 3,6724,3,85385
65,夢幻模擬戰 手機版,6724,0,33596
66,召喚圖板 Summons Board,6669,16,25691
67,Rogue with the Dead - 亡途轉生,6525,5,81808
68,Pokémon Sleep,6340,19,36685
69,杖劍傳說：坎斯汀之約,6236,0,80389
70,英雄聯盟：聯盟戰棋,6193,10,38053
71,信長之野望 真戰,6115,7,82869
72,魂墜深境,5458,2,85384
73,劍與遠征：啟程,5308,1,75975
74,瑞利昂 (RELLION)：NPC 的生存記,5292,6,85516
75,魔法少女小圓 Magia Exedra,5277,8,31057
76,嘟嘟臉惡作劇,5276,2,78781
77,我想成為影之強者！Master of Garden,5113,3,75993
78,塵白禁域,4864,3,72111
79,荒野亂鬥,4720,2,32407
80,雙面神姬,4574,3,85535
81,龍族拼圖 Puzzle & Dragons,4519,1,22153
82,遺忘之劍,4489,2,80652
83,魔靈召喚,4368,0,26380
84,MLB：9 局職棒 系列,4164,2,31114
85,LINE Rangers 銀河特攻隊,4126,1,25967
86,世界計畫 繽紛舞台！ feat. 初音未來,4108,1,37505
87,心動小鎮,3874,3,75403
88,白貓 Project,3786,3,26686
89,寒霜啟示錄,3736,0,76999
90,XXL 猛漢町,3652,3,80107
91,藍色星原：旅謠,3648,3,79865
92,幻想水滸傳 STAR LEAP,3625,9,82379
93,英雄聯盟：激鬥峽谷,3555,7,37459
94,RO仙境傳說：新世代的誕生,3470,0,37030
95,地牢深處 Dungeon Within,3467,4,85358
96,守望傳說 Guardian Tales,3440,2,38113
97,忘卻前夜 Morimens,3380,1,78829
98,女神異聞錄：夜幕魅影,3315,4,71034
99,英雄傳說 卡卡布三部曲,3236,2,80736
100,戰雙帕彌什,3229,3,37463
101,鎖鏈戰記 CHAIN CHRONICLE,3214,0,24520
102,RAID : Shadow Legends,3084,1,36208
103,地平線行者 Horizon Walker,3052,6,81419
104,MARVEL SNAP,2999,2,74881
105,問答 RPG 魔法使與黑貓維茲,2910,1,25730
106,Kingshot,2750,2,82382
107,運氣拼輸贏,2725,0,80385
108,崩壞 3rd,2669,1,31066
109,果燃很派,2639,4,85671
110,MLB 勁旅對決,2613,1,77583
111,同盟塔防戰,2612,1,81508
112,薑餅人王國,2582,1,70199
113,遊戲王 決鬥聯盟,2571,1,29618
114,BanG Dream！少女樂團派對,2494,3,31877
115,龍魂旅人,2468,1,81375
116,MARVEL 未來之戰,2445,2,28318
117,部落衝突：皇室戰爭,2432,5,29712
118,三國：謀定天下,2417,0,83812
119,RO 仙境傳說：口袋戰記,2412,15,82607
120,二重螺旋,2406,3,78855
