rank,title,popularity,article,bsn
1,電腦應用綜合討論,173561,84,60030
2,Steam 綜合討論板,50621,23,60599
3,綜合公仔玩具討論區,35019,12,60036
4,影音視聽討論區,17470,20,60535
5,動漫相關綜合,15909,87,60037
6,智慧型手機,14008,11,60559
7,職場甘苦談,12881,7,60561
8,ACG二手交易板,11282,71,60508
9,電影娛樂新視界,10169,9,60200
10,歡樂惡搞 KUSO,7386,11,60084
11,布袋戲文化綜合討論區,6760,3,867
12,桌上角色扮演遊戲(TRPG)討論,6670,6,60429
13,汽機車討論,4952,3,60545
14,模型技術與資訊,4713,0,60053
15,講談說論,4679,13,60440
16,虛擬 Youtuber（Vtuber）,3983,9,60608
17,野戰 (生存) 遊戲,3933,0,60534
18,電視遊樂器綜合討論區,3799,3,60001
19,軍事策略,2588,3,60208
20,恐怖驚悚,2479,1,60201
21,酸甜苦辣留言板,2346,4,60091
22,世界之不可思議,2147,3,60433
23,VR 虛擬實境綜合討論,1886,2,60606
24,繪畫與影像技術交流,1685,0,60143
25,輕小說綜合,1409,1,60415
26,綜合實況討論板,1330,7,60592
27,空想奇談創作交流區,1063,2,60154
28,美少女遊戲,1032,0,60446
29,NBA 系列,925,0,4373
30,熱門美國影集,919,0,60481
31,女性向遊戲,799,0,60480
32,偽娘向上委員會,771,0,60552
33,獨立遊戲 Indie Game,769,1,60603
34,偵探推理,735,0,60219
35,香港漫畫板,691,0,60414
36,VOCALOID 虛擬人聲,690,0,60499
37,百合天國,674,0,60405
38,桌上遊戲 (BoardGame) 綜合討論,625,0,60537
39,手機與行動遊戲討論區,580,0,60059
40,軍旅生活,544,0,60564
41,樂器交流板,542,1,60598
42,小品遊戲分享討論,502,0,60183
43,Cosplay 電漫角色扮演,501,0,60253
44,程式設計板,476,0,60292
45,NVIDIA 玩家交流區,441,1,60247
46,幸福寵物交流區,423,1,60546
47,集換式卡牌遊戲（TCG）討論區,400,0,81445
48,歐美動畫綜合討論,392,0,60605
49,聲優天地,389,0,60388
50,日本綜藝影劇,387,1,60531
51,往日遊戲,376,0,60230
52,Dolls 人形,328,0,60471
53,棒球運動推廣,317,1,60530
54,PC Game 電腦遊戲綜合討論區,305,0,60507
55,超級大玩家～吃喝玩樂電玩族,298,0,60080
56,攝影交流板,291,0,60549
57,綜合音樂板,265,1,60229
58,綜合武術交流,256,1,60444
59,Unity 遊戲引擎,255,0,60602
60,笑話板,219,0,60555
61,八卦板,218,0,60553
62,電玩人求職中心,212,0,60490
63,自行車,212,0,60562
64,電漫蘿莉,206,0,60199
65,BL 綜合討論,203,0,60198
66,網路購物交流,202,0,60554
67,巴哈姆特勇者造型哈啦板,199,0,60094
68,樂高積木相關綜合,195,0,60584
69,PC 線上遊戲綜合討論區,195,0,60520
70,韓國綜藝影劇,191,0,60536
71,中華歷史相關遊戲,190,0,60318
72,獸迷主題樂園,185,0,60604
73,外語討論板,183,0,60541
74,MMD 製作與技術交流,174,0,60610
75,圖書交流哈啦板,166,0,60286
76,烹飪技巧,163,0,60565
77,SQUARE ENIX,163,0,60071
78,奇幻文學與遊戲,161,0,60215
79,光榮板,161,0,60022
80,海外生活及旅遊相關,154,0,60497
81,日本歷史相關ACG(遊戲動漫),149,0,60238
82,AMD Fans 俱樂部,149,0,60152
83,心理測驗綜合討論,145,0,60217
84,遊戲修改寶典,127,0,60041
85,國產遊戲綜合區,125,0,60402
86,武俠世界,120,0,60368
87,魔獸恩仇錄,115,0,60503
88,影像處理製作技巧,113,0,60427
89,陰屍路,107,0,20346
90,迪士尼電影動畫系列綜合板,103,0,60600
91,台南市,103,0,60570
92,巴哈勇者造型創作技巧討論板,100,0,60153
93,校園生活,98,0,60556
94,台中市,97,0,60569
95,CSI 犯罪現場 系列,93,0,8092
96,網咖向上委員會,91,0,60355
97,桃園板,85,0,60572
98,星座交流,85,0,60566
99,特文館寫作交流區,83,0,60156
100,高雄市,82,0,60571
101,屏東板,80,0,60579
102,Lycee Trading Card Game,79,0,60505
103,海外遊戲先鋒板,70,0,60543
104,新竹板,67,0,60573
105,家庭作業,66,0,60558
106,養成網頁遊戲～寵物愛好者,65,0,60306
107,魔術方塊,64,0,60532
108,運動類遊戲,62,0,60237
109,網路暨遊戲安全防護,61,0,60289
110,同人誌萬花筒,60,0,60377
111,光線槍射擊遊戲,60,0,60218
112,AI 應用討論,58,0,85831
113,綜合運動板,57,0,60540
114,飛鏢運動推廣交流,56,0,60589
115,流行娛樂特區,55,0,60434
116,兩岸動漫遊戲交流板,54,0,60445
117,SCP 基金會綜合討論,54,0,22580
118,同人音樂,53,0,60523
119,新北市,52,0,60568
120,台北市,52,0,60567
