rank,title,popularity,article,bsn
1,電腦應用綜合討論,153216,62,60030
2,Steam 綜合討論板,55429,23,60599
3,綜合公仔玩具討論區,44984,12,60036
4,動漫相關綜合,19995,54,60037
5,智慧型手機,17643,10,60559
6,影音視聽討論區,17244,6,60535
7,職場甘苦談,15764,17,60561
8,ACG二手交易板,12076,85,60508
9,電影娛樂新視界,7025,6,60200
10,模型技術與資訊,6170,5,60053
11,歡樂惡搞 KUSO,5240,12,60084
12,汽機車討論,4857,5,60545
13,布袋戲文化綜合討論區,4687,3,867
14,野戰 (生存) 遊戲,3967,0,60534
15,虛擬 Youtuber（Vtuber）,3717,14,60608
16,電視遊樂器綜合討論區,3298,1,60001
17,軍事策略,3027,7,60208
18,酸甜苦辣留言板,2408,6,60091
19,講談說論,1904,15,60440
20,VR 虛擬實境綜合討論,1762,6,60606
21,繪畫與影像技術交流,1571,5,60143
22,恐怖驚悚,1514,2,60201
23,桌上角色扮演遊戲(TRPG)討論,1375,8,60429
24,輕小說綜合,1360,4,60415
25,女性向遊戲,1300,2,60480
26,世界之不可思議,1146,1,60433
27,熱門美國影集,973,0,60481
28,美少女遊戲,915,1,60446
29,百合天國,868,5,60405
30,偽娘向上委員會,844,0,60552
31,桌上遊戲 (BoardGame) 綜合討論,754,0,60537
32,手機與行動遊戲討論區,720,0,60059
33,綜合實況討論板,713,10,60592
34,NBA 系列,669,0,4373
35,軍旅生活,638,0,60564
36,Cosplay 電漫角色扮演,522,1,60253
37,集換式卡牌遊戲（TCG）討論區,507,0,81445
38,VOCALOID 虛擬人聲,466,1,60499
39,程式設計板,434,2,60292
40,香港漫畫板,410,0,60414
41,樂器交流板,394,0,60598
42,NVIDIA 玩家交流區,312,0,60247
43,棒球運動推廣,303,3,60530
44,歐美動畫綜合討論,297,0,60605
45,攝影交流板,297,0,60549
46,小品遊戲分享討論,286,0,60183
47,聲優天地,284,0,60388
48,幸福寵物交流區,274,1,60546
49,Unity 遊戲引擎,273,0,60602
50,偵探推理,260,0,60219
51,PC 線上遊戲綜合討論區,258,0,60520
52,空想奇談創作交流區,254,6,60154
53,自行車,225,0,60562
54,日本綜藝影劇,199,0,60531
55,往日遊戲,176,0,60230
56,PC Game 電腦遊戲綜合討論區,171,0,60507
57,Dolls 人形,157,1,60471
58,網路購物交流,155,0,60554
59,綜合武術交流,150,0,60444
60,海外生活及旅遊相關,150,0,60497
61,MMD 製作與技術交流,150,0,60610
62,電玩人求職中心,144,0,60490
63,電漫蘿莉,141,6,60199
64,笑話板,138,0,60555
65,八卦板,131,0,60553
66,遊戲修改寶典,121,0,60041
67,陰屍路,112,0,20346
68,韓國綜藝影劇,109,0,60536
69,樂高積木相關綜合,109,0,60584
70,外語討論板,100,0,60541
71,光榮板,91,0,60022
72,超級大玩家～吃喝玩樂電玩族,90,0,60080
73,獸迷主題樂園,89,0,60604
74,烹飪技巧,88,0,60565
75,網咖向上委員會,86,0,60355
76,獨立遊戲 Indie Game,84,1,60603
77,綜合音樂板,82,0,60229
78,AMD Fans 俱樂部,80,0,60152
79,影像處理製作技巧,78,0,60427
80,BL 綜合討論,74,1,60198
81,台中市,68,0,60569
82,飛鏢運動推廣交流,67,0,60589
83,武俠世界,56,0,60368
84,圖書交流哈啦板,55,0,60286
85,校園生活,54,0,60556
86,奇幻文學與遊戲,49,0,60215
87,國產遊戲綜合區,49,0,60402
88,巴哈勇者造型創作技巧討論板,40,0,60153
89,台南市,40,0,60570
90,中華歷史相關遊戲,40,0,60318
91,創夢－同人資訊情報誌,38,0,60357
92,日本歷史相關ACG(遊戲動漫),37,0,60238
93,迪士尼電影動畫系列綜合板,36,0,60600
94,光線槍射擊遊戲,36,0,60218
95,屏東板,33,0,60579
96,SQUARE ENIX,31,0,60071
97,CSI 犯罪現場 系列,31,0,8092
98,嘉義板,30,0,60578
99,魔術板,29,0,60588
100,魔術方塊,29,0,60532
101,桃園板,29,0,60572
102,心理測驗綜合討論,29,1,60217
103,高雄市,28,0,60571
104,網路暨遊戲安全防護,28,0,60289
105,Line 機器人綜合遊戲（塔帕世界）,27,0,37220
106,巴哈姆特勇者造型哈啦板,26,0,60094
107,日本歌曲與歌手,24,1,60601
108,綜合運動板,23,0,60540
109,SCP 基金會綜合討論,23,0,22580
110,魔獸恩仇錄,22,0,60503
111,港澳地區板,22,0,60519
112,星座交流,22,0,60566
113,巴哈姆特四年級學員部,21,1,60458
114,台北市,21,0,60567
115,省錢板,20,1,60563
116,大眾交通討論板,20,0,60586
117,巴哈姆特三年級學員部,19,0,60457
118,華語綜藝影劇,18,0,60560
119,新竹板,17,0,60573
120,彰化板,16,0,60575
