rank,title,popularity,article,bsn
1,鳴潮,278285,119,74934
2,棕色塵埃 2,149249,29,76207
3,絕區零,123637,122,74860
4,SD 鋼彈 G 世代 永恆,99774,25,74906
5,卡厄思夢境,97567,20,80099
6,嘟嘟臉惡作劇,95361,9,78781
7,神魔之塔,90694,110,23805
8,異環,90579,118,80679
9,勝利女神：妮姬,83112,57,36390
10,原神,58190,44,36730
11,貓咪大戰爭（にゃんこ大戦争）,58012,2,23772
12,怪物彈珠,52457,29,25052
13,天堂 Mobile,44788,18,25908
14,Fate/Grand Order,42754,31,26742
15,崩壞：星穹鐵道,38915,11,72822
16,闇影詩章 Shadowverse,35481,76,29330
17,瑞利昂 (RELLION)：NPC 的生存記,31157,8,85516
18,明日方舟：終末地,29496,25,74604
19,蔚藍檔案,28865,15,38898
20,XXL 猛漢町,28717,13,80107
21,明日方舟,27381,21,33651
22,天堂 W,24155,11,71905
23,超異域公主連結☆Re:Dive,23536,27,30861
24,辟邪除妖 Variants Daphne,23465,13,70180
25,三國志•戰略版,23006,11,36815
26,Pokemon GO,22901,8,29659
27,龍村 3,22713,16,85385
28,勇者鬥惡龍 破限亂鬥,22167,29,83661
29,RO 仙境傳說：世界之旅,21362,9,83054
30,Monster Hunter Now,20701,4,77414
31,楓之谷 M,20561,5,29461
32,第七史詩,20194,15,34880
33,少女前線 2：追放,17777,38,70502
34,星之救援者 StarSavior,16583,7,81995
35,賽馬娘Pretty Derby,15713,327,34421
36,初心者傳說：夢境大冒險,15302,18,85537
37,Pikmin Bloom,14585,5,72889
38,像素深淵,14191,28,85250
39,寶可夢集換式卡牌遊戲口袋版,13749,18,79688
40,傳說對決 Arena of Valor,13675,4,30518
41,點點英雄：骰子傳說,12479,5,85135
42,煙雨江湖,11006,4,71402
43,碧藍航線,10479,3,32550
44,天地劫 手機版,10089,8,38462
45,RO 新世代：攜手同行,9707,5,37030
46,Another Eden：穿越時空的貓,9618,2,29220
47,夢幻模擬戰 手機版,8772,4,33596
48,最後的克勞迪亞,8764,4,35735
49,七騎士 RE:BIRTH,8480,7,79741
50,Rogue with the Dead - 亡途轉生,8201,3,81808
51,緋染天空 Heaven Burns Red,7921,9,37697
52,楓之谷：放置冒險記,7710,2,82899
53,杖劍傳說：坎斯汀之約,7471,3,80389
54,碧藍幻想 系列,7429,12,25204
55,Pokémon Sleep,7250,20,36685
56,星塔旅人,7180,6,81566
57,雙面神姬,7177,15,85535
58,魔御：STAR DIVE,7142,7,81457
59,信長之野望 真戰,6262,4,82869
60,RO 仙境傳說：口袋戰記,6157,6,82607
61,心動小鎮,6033,3,75403
62,克魯賽德戰記 Crusaders Quest,6008,5,27586
63,生存 33 天,5957,5,85588
64,女神異聞錄：夜幕魅影,5946,6,71034
65,問答 RPG 魔法使與黑貓維茲,5914,10,25730
66,運氣拼輸贏,5744,0,80385
67,藍色星原：旅謠,5711,1,79865
68,寒霜啟示錄,5647,1,76999
69,Kingshot,5543,23,82382
70,二重螺旋,5527,5,78855
71,Limbus Company,5473,4,73052
72,塵白禁域,5411,2,72111
73,忘卻前夜 Morimens,5361,4,78829
74,荒野亂鬥,5261,0,32407
75,重返未來：1999,5003,3,75028
76,暗黑破壞神：永生不朽,4927,4,35531
77,白貓 Project,4688,1,26686
78,鈴蘭之劍：爲這和平的世界,4608,2,71838
79,超時空街球對決,4554,4,85216
80,逆水寒,4550,3,77001
81,召喚圖板 Summons Board,4410,2,25691
82,MLB：9 局職棒 系列,4368,4,31114
83,權力遊戲：國王大道,4322,3,81266
84,DRAGON BALL Z -七龍珠爆裂激戰-,4162,1,27096
85,世界計畫 繽紛舞台！ feat. 初音未來,4077,1,37505
86,英雄傳說 卡卡布三部曲,4030,2,80736
87,Bleach：刀鳴,3873,6,78017
88,遺忘之劍,3784,4,80652
89,龍族拼圖 Puzzle & Dragons,3712,1,22153
90,歧路旅人：大陸的霸者,3704,0,36225
91,三國：謀定天下,3494,0,83812
92,MLB 勁旅對決,3355,1,77583
93,魔靈召喚,3335,1,26380
94,未來戰,3333,2,35627
95,地牢深處 Dungeon Within,3212,0,85358
96,遊戲王 決鬥聯盟,2986,3,29618
97,鎖鏈戰記 CHAIN CHRONICLE,2985,2,24520
98,BLEACH 死神 Brave Souls,2964,3,27808
99,英雄聯盟：聯盟戰棋,2896,0,38053
100,我想成為影之強者！Master of Garden,2894,3,75993
101,同盟塔防戰,2891,2,81508
102,劍與遠征：啟程,2807,0,75975
103,守望傳說 Guardian Tales,2797,0,38113
104,瑪奇 Mobile,2759,7,32564
105,寶可夢大師,2759,0,36673
106,RAID : Shadow Legends,2750,5,36208
107,卡皮巴拉 Go,2665,0,81254
108,NBA 王朝崛起,2645,1,85221
109,七大罪：Origin,2638,1,74141
110,忍者喵喵：保衛村莊,2603,2,80326
111,鋼嵐,2584,3,78998
112,閃電十一人 交鋒,2511,6,84536
113,Evil Hunter Tycoon 獵魔村物語,2461,1,38066
114,七龍珠 激戰傳說,2458,5,33975
115,部落衝突：皇室戰爭,2454,0,29712
116,RO仙境傳說：守護永恆的愛,2409,1,28924
117,弓箭傳說 系列,2383,0,36683
118,薑餅人王國,2325,1,70199
119,緋紅的神約 Echocalypse,2240,0,75058
120,戰雙帕彌什,2210,2,37463
