rank,title,popularity,article,bsn
1,MapleStory Worlds,191262,65,79354
2,暗黑破壞神 4,161230,102,75105
3,新楓之谷,149950,38,7650
4,Final Fantasy XIV,94939,60,17608
5,天堂：經典版,89312,81,84452
6,英雄聯盟 League of Legends,76000,517,17532
7,燕雲十六聲,67105,55,75703
8,RO 仙境傳說 Online,49420,12,4212
9,暗黑破壞神,35376,73,742
10,AION2,33511,27,82913
11,黑色沙漠 BLACK DESERT,28755,12,19017
12,Minecraft 我的世界（當個創世神）,21856,32,18673
13,赤血沙漠,21178,12,37615
14,WOW 魔獸世界,19061,10,5219
15,流亡黯道 Path of Exile,17390,11,18966
16,Freestyle: Reboot,15626,29,85300
17,流亡黯道 PoE 2,13935,7,82273
18,鬥陣特攻,10922,8,27362
19,Subnautica,9497,5,26553
20,Garena 三角洲行動,9367,9,78342
21,天堂Lineage,9115,0,842
22,RO 仙境傳說 Online：樂園,7993,2,83142
23,戰鎚：40K 系列（Warhammer:40000）,7556,5,7506
24,APEX 英雄,7530,1,36072
25,新瑪奇 Mabinogi,7402,0,7422
26,龍胤立志傳,7324,2,84973
27,CS Online﹝絕對武力﹞,6591,7,11902
28,電馭叛客 2077,6517,2,23379
29,火炬之光：無限,6310,4,74756
30,爐石戰記,6161,4,24044
31,Slay the Spire,5911,2,33661
32,希望戀曲 Online,5651,0,18041
33,天國降臨：救贖 系列,5482,3,30945
34,柏德之門 系列,5430,3,2954
35,戰艦世界 World of Warships,5354,1,21052
36,活俠傳,5210,4,73317
37,新瑪奇英雄傳,5133,3,16583
38,Warframe,5075,2,22797
39,戰車世界 World of Tanks,4964,7,18214
40,大俠立志傳,4790,0,76900
41,巨商,4623,5,5079
42,Once Human,4527,0,78260
43,魔獸爭霸,4435,1,3044
44,世紀帝國 系列,4421,0,1122
45,飄流幻境 Online,4361,1,8897
46,幻獸帕魯,4336,0,71458
47,戰地風雲,4319,2,4220
48,雀魂麻將majsoul,4176,3,36476
49,魔力寶貝,4161,1,2577
50,Dead by Daylight（黎明死線）,3807,1,29919
51,遙遙西土,3738,0,82985
52,九日,3563,0,74687
53,靈魂面甲,3497,2,79921
54,潛水員戴夫,3356,0,35628
55,吸血鬼倖存者,3352,0,74171
56,暗黑破壞神 3,3298,0,21400
57,上古卷軸 系列(The Elder Scrolls),3130,0,2526
58,三國志 系列,3092,1,6331
59,特戰英豪,3077,2,38093
60,霧鎖王國,3061,0,77537
61,星露谷物語 Stardew Valley,3016,0,20774
62,黑神話 系列,2919,0,39114
63,戰意,2870,1,30786
64,異塵餘生 系列,2833,3,2023
65,戰慄時空之絕對武力( CS ),2807,1,1473
66,R.E.P.O.,2787,0,82396
67,絕地求生 PUBG,2776,0,30630
68,歐洲美洲卡車模擬 系列,2672,2,16179
69,武林同萌傳Online,2662,1,6960
70,金庸群俠傳,2643,2,10859
71,艾爾之光,2617,0,12259
72,Gamble With Your Friends,2582,0,85405
73,天外Online,2568,0,6784
74,空洞騎士  系列,2516,1,27487
75,逸劍風雲決,2492,0,76881
76,阿爾比恩 Online,2450,3,27044
77,新熱血江湖 Online,2424,0,8294
78,科南的流亡,2388,1,31364
79,鬼谷八荒,2370,0,70540
80,RPG製作大師,2362,0,4918
81,風啟之旅,2329,1,84857
82,邊緣世界,2301,3,27313
83,幕府將軍、全軍破敵系列,2227,3,4236
84,V Rising,2199,0,71242
85,夢幻魔法公主,2196,2,82629
86,巫師 The Witcher 系列,2167,0,7364
87,艦隊 Collection,2166,0,24698
88,黑帝斯,2159,0,35739
89,戰爭雷霆（War Thunder）,2146,0,20947
90,仙劍奇俠傳 系列,2130,0,2417
91,Stoneshard,2102,0,38794
92,永恆輪迴,2065,2,38217
93,千年戰爭 Aigis～一般版～,1941,1,27417
94,劍靈 Blade & Soul,1936,1,12980
95,激戰 2（Guild Wars 2 ）,1912,1,16901
96,第一繼承者,1862,1,71782
97,逃離鴨科夫,1801,0,83580
98,童話 Online,1752,0,4211
99,Core Keeper,1733,0,74451
100,永恆冒險 Grand Chase Classic,1730,1,8948
101,明星志願 系列,1702,0,866
102,漫威爭鋒,1607,1,79940
103,失落的方舟（Lost Ark）,1585,0,27410
104,新天堂II,1545,0,5264
105,天使之戀Online 國際版,1538,1,9734
106,Cities: Skylines,1525,2,27991
107,決勝時刻,1507,1,5371
108,A.V.A 戰地之王,1466,0,16618
109,方舟 系列,1454,0,28423
110,Crusader Kings,1452,0,19480
111,殭屍毀滅工程 Project Zomboid,1423,3,20202
112,魔獸世界：經典版,1407,1,36703
113,生死僵局 Deadlock,1383,5,80911
114,武林群俠傳 Online,1380,0,12118
115,逃離塔科夫,1373,1,29943
116,新墨魂 Online,1372,2,38561
117,騎馬與砍殺,1358,0,16393
118,俠客風雲傳 系列,1357,0,3148
119,亂 2 Online,1306,0,5270
120,東方Project 系列,1210,0,10039
