rank,title,popularity,article,bsn
1,新楓之谷,233369,54,7650
2,新楓之谷：經典版,197664,81,85994
3,MapleStory Worlds,86421,20,79354
4,英雄聯盟 League of Legends,69002,550,17532
5,暗黑破壞神,52961,110,742
6,RO 仙境傳說 Online,52121,9,4212
7,Final Fantasy XIV,44658,40,17608
8,燕雲十六聲,40263,44,75703
9,暗黑破壞神 4,39360,4,75105
10,WOW 魔獸世界,38811,8,5219
11,天堂：經典版,38278,17,84452
12,黑色沙漠 BLACK DESERT,31696,12,19017
13,鬥陣特攻,31300,14,27362
14,SpiritVale,30760,5,85861
15,流亡黯道 Path of Exile,28721,7,18966
16,流亡黯道 PoE 2,28605,3,82273
17,幻世錄 系列,20631,25,3490
18,幻獸帕魯,18172,6,71458
19,Minecraft 我的世界（當個創世神）,16764,50,18673
20,AION2,15428,7,82913
21,希望戀曲 Online,14522,3,18041
22,戰犬行動,11457,14,84714
23,Garena 三角洲行動,10920,7,78342
24,活俠傳,10863,3,73317
25,新瑪奇 Mabinogi,10280,1,7422
26,亂 2 Online,10085,0,5270
27,瓦爾海姆,9896,1,38700
28,赤血沙漠,9758,2,37615
29,Once Human,8997,6,78260
30,RO 仙境傳說 Online：樂園,8812,6,83142
31,三國志 系列,7766,2,6331
32,特戰英豪,7440,4,38093
33,爐石戰記,7365,2,24044
34,戰艦世界 World of Warships,7176,6,21052
35,天使之戀Online 國際版,6928,3,9734
36,APEX 英雄,6807,6,36072
37,新瑪奇英雄傳,6669,1,16583
38,電馭叛客 2077,6423,0,23379
39,潛水員戴夫,6202,1,35628
40,世紀帝國 系列,5642,5,1122
41,戰鎚：40K 系列（Warhammer:40000）,5465,2,7506
42,Dead by Daylight（黎明死線）,5051,5,29919
43,勇 Online,5037,0,11712
44,天堂Lineage,5006,0,842
45,雀魂麻將majsoul,4986,5,36476
46,CS Online﹝絕對武力﹞,4799,2,11902
47,Warframe,4624,8,22797
48,魔獸爭霸,4479,0,3044
49,柏德之門 系列,4246,0,2954
50,魔力寶貝,4150,0,2577
51,黑神話 系列,4102,0,39114
52,龍之劍：覺醒,3834,0,76636
53,暴雪英霸,3784,0,25199
54,暗黑破壞神 3,3771,3,21400
55,賽爾號,3762,4,18072
56,絕地求生 PUBG,3678,3,30630
57,艾爾之光,3652,2,12259
58,天國降臨：救贖 系列,3634,0,30945
59,TBH: 塔斯克巴·英雄,3515,0,85631
60,締造者：放逐之境,3420,3,81468
61,飄流幻境 Online,3338,0,8897
62,武林同萌傳Online,3240,1,6960
63,星海爭霸,2988,0,3037
64,第一繼承者,2925,1,71782
65,巫師 The Witcher 系列,2795,0,7364
66,殭屍毀滅工程 Project Zomboid,2685,2,20202
67,Grim Dawn,2642,1,19441
68,黎明行者之血,2638,2,79458
69,天外Online,2616,0,6784
70,上古卷軸 系列(The Elder Scrolls),2604,1,2526
71,漫威爭鋒,2582,2,79940
72,吸血鬼倖存者,2540,0,74171
73,戰車世界 World of Tanks,2488,1,18214
74,Soul's Remnant,2422,2,86136
75,大俠立志傳,2388,0,76900
76,艦隊 Collection,2289,1,24698
77,戰地風雲,2267,1,4220
78,七日殺,2097,0,24608
79,戰慄時空之絕對武力( CS ),2057,0,1473
80,魔獸世界：經典版,2046,0,36703
81,龍胤立志傳,1943,1,84973
82,異塵餘生 系列,1942,0,2023
83,空洞騎士  系列,1923,0,27487
84,激戰 2（Guild Wars 2 ）,1880,0,16901
85,永恆冒險 Grand Chase Classic,1862,1,8948
86,三國群英傳Online,1859,1,6777
87,三國鼎立 Online,1844,0,12613
88,Core Keeper,1827,0,74451
89,阿爾比恩 Online,1788,13,27044
90,千年戰爭 Aigis～一般版～,1774,0,27417
91,霧鎖王國,1770,0,77537
92,疾風之刃Kritika Online,1752,1,19099
93,逃離塔科夫,1728,1,29943
94,逸劍風雲決,1694,0,76881
95,RPG製作大師,1690,2,4918
96,邊緣世界,1689,1,27313
97,石器時代 系列,1654,2,1571
98,騎馬與砍殺,1652,1,16393
99,戰意,1570,1,30786
100,東方Project 系列,1568,2,10039
101,幕府將軍、全軍破敵系列,1565,1,4236
102,星露谷物語 Stardew Valley,1564,1,20774
103,逃離鴨科夫,1481,1,83580
104,戰爭雷霆（War Thunder）,1455,0,20947
105,金庸群俠傳,1394,0,10859
106,地城拓荒,1349,2,84919
107,武林群俠傳 Online,1320,0,12118
108,決勝時刻,1311,0,5371
109,鬼谷八荒,1304,0,70540
110,仙劍奇俠傳 系列,1299,0,2417
111,火炬之光：無限,1298,0,74756
112,方舟 系列,1198,0,28423
113,晴空物語 Online,1196,0,19778
114,蘇丹的遊戲,1151,0,80841
115,搞鬼 Online（Ghost）,1145,0,9753
116,合力攻頂,1127,0,83079
117,皇者天下,1115,1,38055
118,劍靈 Blade & Soul,1101,0,12980
119,失落的方舟（Lost Ark）,1094,0,27410
120,靈魂面甲,1086,1,79921
