rank,title,popularity,article,bsn
1,電腦應用綜合討論,147736,58,60030
2,Steam 綜合討論板,58704,32,60599
3,綜合公仔玩具討論區,39331,20,60036
4,智慧型手機,15033,9,60559
5,動漫相關綜合,14909,80,60037
6,影音視聽討論區,13909,3,60535
7,職場甘苦談,13252,5,60561
8,ACG二手交易板,12008,89,60508
9,電影娛樂新視界,10833,6,60200
10,歡樂惡搞 KUSO,7570,13,60084
11,模型技術與資訊,5522,2,60053
12,汽機車討論,4873,4,60545
13,布袋戲文化綜合討論區,4705,2,867
14,電視遊樂器綜合討論區,3654,6,60001
15,野戰 (生存) 遊戲,3123,2,60534
16,酸甜苦辣留言板,2710,1,60091
17,虛擬 Youtuber（Vtuber）,2458,17,60608
18,軍事策略,2436,5,60208
19,NBA 系列,2294,2,4373
20,講談說論,2251,6,60440
21,VR 虛擬實境綜合討論,2232,3,60606
22,繪畫與影像技術交流,1737,8,60143
23,恐怖驚悚,1723,1,60201
24,世界之不可思議,1351,1,60433
25,軍旅生活,1178,0,60564
26,桌上角色扮演遊戲(TRPG)討論,1151,2,60429
27,熱門美國影集,1092,3,60481
28,輕小說綜合,1074,0,60415
29,美少女遊戲,1064,1,60446
30,女性向遊戲,949,0,60480
31,綜合實況討論板,826,12,60592
32,偽娘向上委員會,745,1,60552
33,手機與行動遊戲討論區,656,3,60059
34,空想奇談創作交流區,633,5,60154
35,樂器交流板,611,4,60598
36,桌上遊戲 (BoardGame) 綜合討論,586,0,60537
37,歐美動畫綜合討論,539,2,60605
38,百合天國,537,0,60405
39,VOCALOID 虛擬人聲,468,1,60499
40,Cosplay 電漫角色扮演,465,3,60253
41,小品遊戲分享討論,463,1,60183
42,程式設計板,456,0,60292
43,香港漫畫板,418,0,60414
44,NVIDIA 玩家交流區,407,0,60247
45,幸福寵物交流區,361,1,60546
46,Unity 遊戲引擎,349,0,60602
47,偵探推理,329,0,60219
48,棒球運動推廣,319,0,60530
49,國產遊戲綜合區,297,0,60402
50,集換式卡牌遊戲（TCG）討論區,272,0,81445
51,陰屍路,266,0,20346
52,自行車,263,0,60562
53,PC 線上遊戲綜合討論區,256,0,60520
54,聲優天地,248,0,60388
55,往日遊戲,248,0,60230
56,巴哈姆特勇者造型哈啦板,247,0,60094
57,PC Game 電腦遊戲綜合討論區,241,1,60507
58,攝影交流板,238,0,60549
59,日本綜藝影劇,236,0,60531
60,八卦板,206,0,60553
61,Dolls 人形,202,1,60471
62,MMD 製作與技術交流,196,1,60610
63,電玩人求職中心,193,0,60490
64,綜合武術交流,179,0,60444
65,笑話板,163,0,60555
66,魔獸恩仇錄,162,0,60503
67,網路購物交流,159,1,60554
68,電漫蘿莉,156,1,60199
69,超級大玩家～吃喝玩樂電玩族,153,0,60080
70,BL 綜合討論,144,0,60198
71,外語討論板,142,0,60541
72,韓國綜藝影劇,130,0,60536
73,樂高積木相關綜合,130,0,60584
74,獸迷主題樂園,123,0,60604
75,遊戲修改寶典,122,0,60041
76,奇幻文學與遊戲,121,0,60215
77,影像處理製作技巧,118,0,60427
78,海外生活及旅遊相關,115,0,60497
79,圖書交流哈啦板,114,0,60286
80,網咖向上委員會,109,0,60355
81,台中市,107,0,60569
82,武俠世界,106,0,60368
83,獨立遊戲 Indie Game,104,2,60603
84,迪士尼電影動畫系列綜合板,101,0,60600
85,烹飪技巧,101,0,60565
86,綜合音樂板,100,0,60229
87,SQUARE ENIX,98,0,60071
88,光榮板,90,0,60022
89,校園生活,85,0,60556
90,中華歷史相關遊戲,80,0,60318
91,台南市,75,0,60570
92,屏東板,74,0,60579
93,心理測驗綜合討論,72,0,60217
94,巴哈勇者造型創作技巧討論板,66,0,60153
95,AMD Fans 俱樂部,64,0,60152
96,APP 軟體交流,59,0,60593
97,ESR 電競王專板,58,0,60595
98,桃園板,51,0,60572
99,省錢板,50,0,60563
100,日本歷史相關ACG(遊戲動漫),50,0,60238
101,同人誌萬花筒,50,0,60377
102,高雄市,49,0,60571
103,流行娛樂特區,49,0,60434
104,光線槍射擊遊戲,49,0,60218
105,宜蘭板,47,0,60580
106,養成網頁遊戲～寵物愛好者,46,0,60306
107,電玩雙週刊,46,0,60500
108,台北市,46,0,60567
109,星座交流,45,0,60566
110,網路暨遊戲安全防護,44,0,60289
111,海外遊戲先鋒板,44,0,60543
112,嘉義板,44,0,60578
113,港澳地區板,43,0,60519
114,新竹板,43,0,60573
115,特文館寫作交流區,39,0,60156
116,綜合運動板,37,0,60540
117,魔術方塊,35,0,60532
118,CSI 犯罪現場 系列,34,0,8092
119,日本歌曲與歌手,33,0,60601
120,彰化板,32,0,60575
