rank,title,popularity,article,bsn
1,異環,278601,211,80679
2,勝利女神：妮姬,203574,122,36390
3,鳴潮,189805,118,74934
4,SD 鋼彈 G 世代 永恆,169614,63,74906
5,明日方舟：終末地,124141,62,74604
6,棕色塵埃 2,115527,41,76207
7,神魔之塔,115457,88,23805
8,勇者鬥惡龍 破限亂鬥,100014,55,83661
9,怪物彈珠,77124,10,25052
10,崩壞：星穹鐵道,73091,63,72822
11,卡厄思夢境,70361,28,80099
12,原神,54992,42,36730
13,貓咪大戰爭（にゃんこ大戦争）,53192,1,23772
14,Fate/Grand Order,50074,31,26742
15,辟邪除妖 Variants Daphne,45825,13,70180
16,權力遊戲：國王大道,41460,32,81266
17,天堂 Mobile,40843,15,25908
18,RO 仙境傳說：世界之旅,32519,24,83054
19,緋染天空 Heaven Burns Red,32451,11,37697
20,絕區零,29116,13,74860
21,蔚藍檔案,28902,11,38898
22,星塔旅人,28220,13,81566
23,Pikmin Bloom,27388,15,72889
24,七騎士 RE:BIRTH,24737,15,79741
25,少女前線 2：追放,24140,21,70502
26,傳說對決 Arena of Valor,23462,153,30518
27,明日方舟,21965,17,33651
28,點點英雄：骰子傳說,21657,13,85135
29,寶可夢集換式卡牌遊戲口袋版,21267,37,79688
30,Monster Hunter Now,19559,6,77414
31,碧藍航線,19158,6,32550
32,星之救援者 StarSavior,18779,9,81995
33,Pokemon GO,17254,1,29659
34,煙雨江湖,16360,12,71402
35,心動小鎮,16311,6,75403
36,闇影詩章 Shadowverse,15559,1,29330
37,天堂 W,15302,4,71905
38,Limbus Company,14310,6,73052
39,超異域公主連結☆Re:Dive,13744,44,30861
40,塵白禁域,13138,9,72111
41,碧藍幻想 系列,12868,10,25204
42,第七史詩,12806,5,34880
43,楓之谷：放置冒險記,12750,4,82899
44,鬼雄三國：主公有夠鬼,11884,21,85099
45,無盡輪迴：鬼域摸金,10879,12,85166
46,女神異聞錄：夜幕魅影,10871,5,71034
47,MLB：9 局職棒 系列,10810,8,31114
48,劍與遠征：啟程,10184,3,75975
49,楓之谷 M,10107,0,29461
50,全境封鎖：曙光,9617,2,75244
51,Another Eden：穿越時空的貓,9604,3,29220
52,賽馬娘Pretty Derby,9210,8,34421
53,NBA 王朝崛起,9173,33,85221
54,天地劫 手機版,8456,3,38462
55,夢幻模擬戰 手機版,8456,4,33596
56,三國志•戰略版,8259,0,36815
57,杖劍傳說：坎斯汀之約,7080,2,80389
58,Pokémon Sleep,6812,16,36685
59,運氣拼輸贏,6696,3,80385
60,七大罪：Origin,6696,2,74141
61,鈴蘭之劍：爲這和平的世界,6630,1,71838
62,信長之野望 真戰,6584,7,82869
63,忍者喵喵：保衛村莊,5943,2,80326
64,我想成為影之強者！Master of Garden,5830,2,75993
65,忘卻前夜 Morimens,5822,6,78829
66,荒野亂鬥,5820,1,32407
67,最後的克勞迪亞,5598,0,35735
68,Bleach：刀鳴,5454,11,78017
69,緋紅的神約 Echocalypse,5406,3,75058
70,英雄聯盟：聯盟戰棋,5355,3,38053
71,Kingshot,5241,0,82382
72,逆水寒,5218,1,77001
73,Rogue with the Dead - 亡途轉生,4916,5,81808
74,重返未來：1999,4760,1,75028
75,寒霜啟示錄,4713,0,76999
76,問答 RPG 魔法使與黑貓維茲,4711,1,25730
77,龍族拼圖 Puzzle & Dragons,4683,2,22153
78,嘟嘟臉惡作劇,4611,1,78781
79,薑餅人王國,4562,6,70199
80,魔靈召喚,4330,0,26380
81,DRAGON BALL Z -七龍珠爆裂激戰-,4247,2,27096
82,魔御：STAR DIVE,4213,1,81457
83,RO 仙境傳說：愛如初見 Classic,4194,1,84500
84,世界計畫 繽紛舞台！ feat. 初音未來,3936,1,37505
85,遊戲王 決鬥聯盟,3869,1,29618
86,鎖鏈戰記 CHAIN CHRONICLE,3735,0,24520
87,白貓 Project,3585,0,26686
88,地牢深處 Dungeon Within,3565,0,85358
89,寶可夢大師,3512,1,36673
90,英雄傳說 卡卡布三部曲,3463,4,80736
91,MLB 勁旅對決,3327,2,77583
92,同盟塔防戰,3311,4,81508
93,XXL 猛漢町,3265,1,80107
94,部落衝突：皇室戰爭,3254,2,29712
95,RO 新世代：攜手同行,3242,0,37030
96,魔法少女小圓 Magia Exedra（原：魔法紀錄）,3170,1,31057
97,蔚藍星球：國王很忙,3116,0,83538
98,召喚圖板 Summons Board,3114,2,25691
99,守望傳說 Guardian Tales,3066,3,38113
100,三國：謀定天下,3062,1,83812
101,遺忘之劍,3048,2,80652
102,我獨自升級：ARISE,2927,3,77218
103,鐳明閃擊,2908,6,80864
104,歧路旅人：大陸的霸者,2874,0,36225
105,卡皮巴拉 Go,2861,0,81254
106,戰雙帕彌什,2811,1,37463
107,藍色星原：旅謠,2789,4,79865
108,BanG Dream！少女樂團派對,2747,5,31877
109,仙逆 M,2743,1,85478
110,RO 仙境傳說：守護永恆的愛 Classic,2649,2,82344
111,弓箭傳說 系列,2602,2,36683
112,RO仙境傳說：守護永恆的愛,2585,0,28924
113,全明星街球派對,2539,3,79697
114,Evil Hunter Tycoon 獵魔村物語,2475,0,38066
115,鋼嵐,2421,2,78998
116,暗黑破壞神：永生不朽,2419,1,35531
117,復活邪神 Re ; universe,2363,2,35284
118,托蘭異世錄 Toram Online RPG,2342,1,28271
119,英雄聯盟：激鬥峽谷,2332,1,37459
120,新熱血江湖：世界,2236,6,84232
