rank,title,popularity,article,bsn
1,鳴潮,161795,354,74934
2,神魔之塔,143183,151,23805
3,勝利女神：妮姬,131022,100,36390
4,闇影詩章 Shadowverse,127880,63,29330
5,勇者鬥惡龍 破限亂鬥,126113,49,83661
6,SD 鋼彈 G 世代 永恆,124662,53,74906
7,崩壞：星穹鐵道,122505,211,72822
8,異環,112396,135,80679
9,棕色塵埃 2,83254,25,76207
10,貓咪大戰爭（にゃんこ大戦争）,66096,5,23772
11,原神,63524,43,36730
12,Fate/Grand Order,59750,32,26742
13,點點英雄：骰子傳說,57877,29,85135
14,寶可夢集換式卡牌遊戲口袋版,54563,30,79688
15,明日方舟：終末地,45765,40,74604
16,辟邪除妖 Variants Daphne,44993,15,70180
17,天堂 Mobile,43083,10,25908
18,蔚藍檔案,40445,16,38898
19,卡厄思夢境,39922,11,80099
20,RO 仙境傳說：世界之旅,38214,12,83054
21,明日方舟,35306,29,33651
22,絕區零,35278,16,74860
23,Pikmin Bloom,32597,11,72889
24,傳說對決 Arena of Valor,32431,355,30518
25,怪物彈珠,27969,23,25052
26,Monster Hunter Now,27921,22,77414
27,七大罪：Origin,21878,21,74141
28,Pokemon GO,21681,4,29659
29,魔御：STAR DIVE,20292,16,81457
30,塵白禁域,16181,4,72111
31,無盡輪迴：鬼域摸金,16133,19,85166
32,少女前線 2：追放,16070,29,70502
33,心動小鎮,15286,10,75403
34,三國志•戰略版,14433,6,36815
35,煙雨江湖,12869,6,71402
36,星塔旅人,12501,7,81566
37,楓之谷 M,12169,13,29461
38,Pokémon Sleep,12143,18,36685
39,Another Eden：穿越時空的貓,11934,4,29220
40,超異域公主連結☆Re:Dive,11735,14,30861
41,女神異聞錄：夜幕魅影,11085,14,71034
42,天堂 W,10916,3,71905
43,MLB：9 局職棒 系列,10876,3,31114
44,碧藍航線,10128,4,32550
45,第七史詩,10023,4,34880
46,鈴蘭之劍：爲這和平的世界,9608,7,71838
47,全境封鎖：曙光,9527,3,75244
48,信長之野望 真戰,9000,8,82869
49,七騎士 RE:BIRTH,8558,6,79741
50,星之救援者 StarSavior,8504,7,81995
51,夢幻模擬戰 手機版,8274,1,33596
52,荒野亂鬥,8262,5,32407
53,三國：謀定天下,7622,13,83812
54,魔靈召喚,7339,4,26380
55,逆水寒,7338,2,77001
56,楓之谷：放置冒險記,7244,0,82899
57,運氣拼輸贏,7003,7,80385
58,嘟嘟臉惡作劇,6874,7,78781
59,Limbus Company,6784,5,73052
60,RO 仙境傳說：愛如初見 Classic,6683,6,84500
61,寒霜啟示錄,6674,1,76999
62,杖劍傳說：坎斯汀之約,6469,0,80389
63,賽馬娘Pretty Derby,6333,4,34421
64,Kingshot,6247,1,82382
65,寶可夢大師,6233,3,36673
66,緋染天空 Heaven Burns Red,6215,8,37697
67,英雄聯盟：聯盟戰棋,6169,2,38053
68,重返未來：1999,6166,5,75028
69,龍族拼圖 Puzzle & Dragons,6129,2,22153
70,碧藍幻想 系列,5587,12,25204
71,最後的克勞迪亞,5375,2,35735
72,Rogue with the Dead - 亡途轉生,5246,4,81808
73,忘卻前夜 Morimens,5228,6,78829
74,天地劫 手機版,5134,2,38462
75,DRAGON BALL Z -七龍珠爆裂激戰-,5119,3,27096
76,新熱血江湖：世界,5006,2,84232
77,召喚圖板 Summons Board,4833,1,25691
78,問答 RPG 魔法使與黑貓維茲,4724,5,25730
79,世界計畫 繽紛舞台！ feat. 初音未來,4446,0,37505
80,MLB 勁旅對決,4238,3,77583
81,Bleach：刀鳴,4205,29,78017
82,同盟塔防戰,4034,5,81508
83,部落衝突：皇室戰爭,3974,4,29712
84,咒術迴戰 幻影夜行,3774,1,71515
85,Dungeon Squad,3731,2,76118
86,RO 新世代：攜手同行,3609,1,37030
87,英雄傳說 卡卡布三部曲,3608,5,80736
88,關於我轉生變成史萊姆這檔事 魔王與龍的建國譚,3451,1,70913
89,XXL 猛漢町,3435,0,80107
90,二重螺旋,3395,12,78855
91,未來戰,3321,1,35627
92,鎖鏈戰記 CHAIN CHRONICLE,3301,1,24520
93,BanG Dream！少女樂團派對,3231,1,31877
94,薑餅人王國,3220,2,70199
95,遺忘之劍,3154,2,80652
96,卡皮巴拉 Go,3147,0,81254
97,復活邪神 Re ; universe,3085,1,35284
98,薑餅人大亂鬥,3082,8,82483
99,RO 仙境傳說：守護永恆的愛 Classic,3073,1,82344
100,遊戲王 決鬥聯盟,3072,2,29618
101,弓箭傳說 系列,3049,2,36683
102,挖你老墓,3041,0,85198
103,鐳明閃擊,3021,19,80864
104,劍與遠征：啟程,2935,1,75975
105,守望傳說 Guardian Tales,2913,2,38113
106,蔚藍星球：國王很忙,2874,1,83538
107,歧路旅人：大陸的霸者,2861,1,36225
108,魔法少女小圓 Magia Exedra（原：魔法紀錄）,2841,5,31057
109,我想成為影之強者！Master of Garden,2835,1,75993
110,RAID : Shadow Legends,2812,1,36208
111,英雄聯盟：激鬥峽谷,2697,2,37459
112,跑跑薑餅人：烤箱大逃亡,2600,2,31023
113,RO仙境傳說：守護永恆的愛,2586,1,28924
114,Evil Hunter Tycoon 獵魔村物語,2532,1,38066
115,鋼彈爭鋒對決,2514,2,32858
116,全明星街球派對,2512,1,79697
117,RO仙境傳說：愛如初見（Ragnarok ORIGIN）,2432,1,37657
118,忍者喵喵：保衛村莊,2359,2,80326
119,白貓 Project,2341,1,26686
120,天堂 2 M,2253,2,33316
