rank,title,popularity,article,bsn
1,瑪奇 Mobile,515444,974,32564
2,鳴潮,168578,95,74934
3,貓咪大戰爭（にゃんこ大戦争）,128674,19,23772
4,勝利女神：妮姬,116750,54,36390
5,碧藍幻想 系列,81407,45,25204
6,絕區零,80812,73,74860
7,棕色塵埃 2,78994,16,76207
8,明日方舟：終末地,72040,76,74604
9,神魔之塔,70880,76,23805
10,SD 鋼彈 G 世代 永恆,65106,12,74906
11,Fate/Grand Order,60121,21,26742
12,異環,57346,60,80679
13,天堂 Mobile,57251,17,25908
14,原神,56586,41,36730
15,崩壞：星穹鐵道,54554,40,72822
16,卡厄思夢境,50722,36,80099
17,瑞利昂 (RELLION)：NPC 的生存記,44492,14,85516
18,Pokemon GO,38014,21,29659
19,傳說對決 Arena of Valor,35207,439,30518
20,蔚藍檔案,29861,14,38898
21,怪物彈珠,28742,10,25052
22,星塔旅人,26826,47,81566
23,RO 仙境傳說：世界之旅,25981,5,83054
24,煙雨江湖,25743,8,71402
25,明日方舟,25695,12,33651
26,辟邪除妖 Variants Daphne,22997,10,70180
27,天堂 W,22483,6,71905
28,hololive Dreams,22150,7,84454
29,勇者鬥惡龍 破限亂鬥,18959,10,83661
30,賽馬娘Pretty Derby,18764,12,34421
31,少女前線 2：追放,15037,20,70502
32,數碼寶貝 UP,14587,2,85075
33,Monster Hunter Now,13726,10,77414
34,碧藍航線,13657,6,32550
35,天地劫 手機版,13148,5,38462
36,三國志•戰略版,12710,5,36815
37,闇影詩章 Shadowverse,11775,3,29330
38,心動小鎮,11696,9,75403
39,寶可夢集換式卡牌遊戲口袋版,11418,8,79688
40,BLEACH 死神 Brave Souls,11113,6,27808
41,楓之谷：放置冒險記,11048,1,82899
42,超異域公主連結☆Re:Dive,10972,30,30861
43,雙面神姬,10597,1,85535
44,星之救援者 StarSavior,10535,5,81995
45,第七史詩,10511,6,34880
46,Pikmin Bloom,10394,5,72889
47,楓之谷 M,10026,4,29461
48,夢幻模擬戰 手機版,9201,2,33596
49,遺忘之劍,8369,5,80652
50,鈴蘭之劍：爲這和平的世界,7566,4,71838
51,七騎士 RE:BIRTH,7499,3,79741
52,Another Eden：穿越時空的貓,7482,2,29220
53,跑跑薑餅人：烤箱大逃亡,7341,3,31023
54,重返未來：1999,7213,6,75028
55,白貓 Project,6832,6,26686
56,星絆之旅,6725,3,83743
57,信長之野望 真戰,6609,7,82869
58,杖劍傳說：坎斯汀之約,6599,4,80389
59,地牢深處 Dungeon Within,6487,2,85358
60,Pokémon Sleep,6274,19,36685
61,龍村 3,6227,16,85385
62,最後的克勞迪亞,6224,2,35735
63,運氣拼輸贏,5912,1,80385
64,世界計畫 繽紛舞台！ feat. 初音未來,5837,2,37505
65,龍族拼圖 Puzzle & Dragons,5818,1,22153
66,超感穿梭,5500,9,85354
67,忍者喵喵：保衛村莊,5086,4,80326
68,召喚圖板 Summons Board,5009,4,25691
69,女神異聞錄：夜幕魅影,4928,0,71034
70,荒野亂鬥,4866,3,32407
71,緋染天空 Heaven Burns Red,4813,1,37697
72,Rogue with the Dead - 亡途轉生,4663,0,81808
73,DRAGON BALL Z -七龍珠爆裂激戰-,4457,2,27096
74,Limbus Company,4418,2,73052
75,MLB 勁旅對決,4413,2,77583
76,忘卻前夜 Morimens,4392,1,78829
77,寒霜啟示錄,4306,1,76999
78,Bleach：刀鳴,4290,16,78017
79,白銀之城,4082,5,82805
80,逆水寒,4065,4,77001
81,英雄傳說 卡卡布三部曲,4019,0,80736
82,XXL 猛漢町,4018,3,80107
83,MLB：9 局職棒 系列,3873,1,31114
84,BanG Dream！少女樂團派對,3857,0,31877
85,RO 新世代：攜手同行,3641,0,37030
86,魔靈召喚,3635,3,26380
87,問答 RPG 魔法使與黑貓維茲,3543,3,25730
88,JUMP 全明星亂鬥,3531,6,84902
89,三國：謀定天下,3412,1,83812
90,Crash Fever,3412,1,28611
91,守望傳說 Guardian Tales,3407,1,38113
92,Kingshot,3292,0,82382
93,嘟嘟臉惡作劇,3284,3,78781
94,同盟塔防戰,3205,4,81508
95,戰雙帕彌什,3183,4,37463
96,寶可夢大師,3065,1,36673
97,歧路旅人：大陸的霸者,3033,2,36225
98,跑跑卡丁車 RUSH+,2938,2,36872
99,英雄聯盟：激鬥峽谷,2799,4,37459
100,薑餅人王國,2745,0,70199
101,鎖鏈戰記 CHAIN CHRONICLE,2691,2,24520
102,塵白禁域,2660,0,72111
103,VAMPIR：血之繼承者,2623,2,83065
104,Dungeon Slasher,2601,4,79453
105,遊戲王 決鬥聯盟,2567,1,29618
106,二重螺旋,2564,2,78855
107,我想成為影之強者！Master of Garden,2533,3,75993
108,RAID : Shadow Legends,2510,3,36208
109,復活邪神 Re ; universe,2449,1,35284
110,藍色星原：旅謠,2401,2,79865
111,崩壞 3rd,2311,1,31066
112,魔御：STAR DIVE,2303,0,81457
113,夢戰：劍之海,2210,10,85822
114,Evil Hunter Tycoon 獵魔村物語,2195,0,38066
115,劍與遠征：啟程,2147,1,75975
116,RO仙境傳說：守護永恆的愛,2140,0,28924
117,魔法少女小圓 Magia Exedra,2114,1,31057
118,eBaseball : MLB PRO SPIRIT,2063,1,81329
119,獵人 HUNTER×HUNTER NEN×SURVIVOR,2059,4,83777
120,第五人格,2039,1,34038
