rank,title,popularity,article,bsn
1,電腦應用綜合討論,140664,41,60030
2,Steam 綜合討論板,59658,60,60599
3,綜合公仔玩具討論區,32004,8,60036
4,智慧型手機,15590,26,60559
5,動漫相關綜合,14985,82,60037
6,ACG二手交易板,14050,80,60508
7,影音視聽討論區,13313,7,60535
8,職場甘苦談,12054,10,60561
9,電影娛樂新視界,10770,22,60200
10,歡樂惡搞 KUSO,5142,19,60084
11,模型技術與資訊,5002,0,60053
12,恐怖驚悚,4754,0,60201
13,布袋戲文化綜合討論區,4453,4,867
14,汽機車討論,4306,0,60545
15,桌上角色扮演遊戲(TRPG)討論,3704,7,60429
16,野戰 (生存) 遊戲,3345,1,60534
17,電視遊樂器綜合討論區,3175,2,60001
18,軍事策略,2959,1,60208
19,酸甜苦辣留言板,2563,6,60091
20,虛擬 Youtuber（Vtuber）,2459,12,60608
21,VR 虛擬實境綜合討論,1806,0,60606
22,講談說論,1778,12,60440
23,世界之不可思議,1392,0,60433
24,繪畫與影像技術交流,1330,0,60143
25,輕小說綜合,1194,1,60415
26,百合天國,1032,2,60405
27,熱門美國影集,909,1,60481
28,女性向遊戲,904,0,60480
29,NBA 系列,880,0,4373
30,軍旅生活,851,0,60564
31,偽娘向上委員會,828,0,60552
32,美少女遊戲,776,0,60446
33,空想奇談創作交流區,643,4,60154
34,手機與行動遊戲討論區,573,1,60059
35,VOCALOID 虛擬人聲,544,1,60499
36,桌上遊戲 (BoardGame) 綜合討論,531,0,60537
37,綜合實況討論板,523,7,60592
38,香港漫畫板,472,0,60414
39,Cosplay 電漫角色扮演,446,4,60253
40,樂器交流板,413,0,60598
41,程式設計板,393,0,60292
42,幸福寵物交流區,382,3,60546
43,日本綜藝影劇,372,2,60531
44,歐美動畫綜合討論,349,0,60605
45,綜合武術交流,340,3,60444
46,往日遊戲,337,1,60230
47,集換式卡牌遊戲（TCG）討論區,335,0,81445
48,棒球運動推廣,335,1,60530
49,小品遊戲分享討論,324,0,60183
50,自行車,317,0,60562
51,NVIDIA 玩家交流區,299,1,60247
52,偵探推理,291,0,60219
53,聲優天地,289,0,60388
54,Unity 遊戲引擎,282,0,60602
55,獨立遊戲 Indie Game,277,0,60603
56,PC Game 電腦遊戲綜合討論區,249,1,60507
57,攝影交流板,230,0,60549
58,烹飪技巧,215,0,60565
59,PC 線上遊戲綜合討論區,210,0,60520
60,電玩人求職中心,198,0,60490
61,樂高積木相關綜合,194,0,60584
62,圖書交流哈啦板,187,0,60286
63,超級大玩家～吃喝玩樂電玩族,185,0,60080
64,海外生活及旅遊相關,174,1,60497
65,韓國綜藝影劇,169,0,60536
66,笑話板,169,0,60555
67,MMD 製作與技術交流,169,1,60610
68,綜合音樂板,164,0,60229
69,外語討論板,161,0,60541
70,電漫蘿莉,160,4,60199
71,Dolls 人形,153,0,60471
72,BL 綜合討論,153,0,60198
73,網路購物交流,143,0,60554
74,八卦板,124,0,60553
75,AMD Fans 俱樂部,122,0,60152
76,遊戲修改寶典,121,0,60041
77,網咖向上委員會,111,0,60355
78,台中市,111,0,60569
79,國產遊戲綜合區,105,0,60402
80,陰屍路,104,0,20346
81,迪士尼電影動畫系列綜合板,102,0,60600
82,獸迷主題樂園,98,0,60604
83,日本歷史相關ACG(遊戲動漫),97,0,60238
84,奇幻文學與遊戲,92,0,60215
85,影像處理製作技巧,90,0,60427
86,巴哈姆特勇者造型哈啦板,89,0,60094
87,武俠世界,81,0,60368
88,光榮板,80,0,60022
89,魔獸恩仇錄,70,0,60503
90,飛鏢運動推廣交流,70,0,60589
91,巴哈勇者造型創作技巧討論板,70,0,60153
92,SCP 基金會綜合討論,70,0,22580
93,魔術方塊,64,0,60532
94,校園生活,64,0,60556
95,嘉義板,64,0,60578
96,台南市,62,0,60570
97,星座交流,61,0,60566
98,屏東板,60,0,60579
99,綜合運動板,59,0,60540
100,中華歷史相關遊戲,59,0,60318
101,新竹板,57,0,60573
102,SQUARE ENIX,57,0,60071
103,桃園板,56,0,60572
104,流行娛樂特區,54,0,60434
105,同人誌萬花筒,54,0,60377
106,光線槍射擊遊戲,54,0,60218
107,心理測驗綜合討論,52,0,60217
108,台北市,51,0,60567
109,APP 軟體交流,50,0,60593
110,網路暨遊戲安全防護,49,0,60289
111,日本歌曲與歌手,48,0,60601
112,同人音樂,46,0,60523
113,血肉之戰（Flesh and Blood）,45,0,71362
114,家庭作業,44,0,60558
115,宜蘭板,44,0,60580
116,高雄市,42,0,60571
117,養成網頁遊戲～寵物愛好者,42,0,60306
118,Lycee Trading Card Game,40,0,60505
119,西洋綜藝影劇,39,0,60538
120,Unreal Engine,39,0,60607
