rank,title,popularity,article,bsn
1,新楓之谷：經典版,274427,137,85994
2,新楓之谷,234069,83,7650
3,MapleStory Worlds,103540,25,79354
4,SpiritVale,77830,19,85861
5,流亡黯道 Path of Exile,70212,12,18966
6,黑色沙漠 BLACK DESERT,63848,30,19017
7,英雄聯盟 League of Legends,63701,248,17532
8,RO 仙境傳說 Online,59033,12,4212
9,Final Fantasy XIV,58851,40,17608
10,燕雲十六聲,57772,89,75703
11,天堂：經典版,56166,47,84452
12,幻獸帕魯,28241,10,71458
13,戰車世界 World of Tanks,27494,0,18214
14,AION2,24073,29,82913
15,WOW 魔獸世界,23313,12,5219
16,Minecraft 我的世界（當個創世神）,21600,46,18673
17,流亡黯道 PoE 2,18359,13,82273
18,活俠傳,16589,4,73317
19,暗黑破壞神 4,15659,2,75105
20,新瑪奇 Mabinogi,15627,3,7422
21,暗黑破壞神,13783,49,742
22,賽爾號,10606,18,18072
23,赤血沙漠,9897,6,37615
24,新瑪奇英雄傳,9888,8,16583
25,天使之戀Online 國際版,8176,2,9734
26,巫師 The Witcher 系列,7990,6,7364
27,Dead by Daylight（黎明死線）,7747,20,29919
28,鬥陣特攻,7712,7,27362
29,Garena 三角洲行動,7572,6,78342
30,戰鎚：40K 系列（Warhammer:40000）,7401,3,7506
31,潛水員戴夫,7242,0,35628
32,RO 仙境傳說 Online：樂園,7131,1,83142
33,Once Human,6929,11,78260
34,電馭叛客 2077,6603,1,23379
35,Soul's Remnant,6383,5,86136
36,Warframe,6172,8,22797
37,APEX 英雄,6102,2,36072
38,希望戀曲 Online,6043,4,18041
39,黑神話 系列,5999,4,39114
40,戰艦世界 World of Warships,5775,1,21052
41,柏德之門 系列,5746,0,2954
42,CS Online﹝絕對武力﹞,5594,5,11902
43,第一繼承者,5463,2,71782
44,雀魂麻將majsoul,5090,2,36476
45,龍之劍：覺醒,5083,1,76636
46,艾爾之光,4861,1,12259
47,締造者：放逐之境,4820,6,81468
48,大俠立志傳,4592,1,76900
49,殭屍毀滅工程 Project Zomboid,4370,4,20202
50,天堂Lineage,4210,5,842
51,飄流幻境 Online,4173,1,8897
52,魔力寶貝,4134,0,2577
53,搞鬼 Online（Ghost）,3968,0,9753
54,艦隊 Collection,3937,2,24698
55,天國降臨：救贖 系列,3821,2,30945
56,世紀帝國 系列,3795,1,1122
57,亂 2 Online,3709,0,5270
58,激戰 2（Guild Wars 2 ）,3696,8,16901
59,三國鼎立 Online,3565,2,12613
60,三國志 系列,3402,2,6331
61,火炬之光：無限,3400,0,74756
62,異形：特戰菁英,3276,10,70720
63,上古卷軸 系列(The Elder Scrolls),3272,0,2526
64,特戰英豪,3265,2,38093
65,幕府將軍、全軍破敵系列,3214,3,4236
66,戰意,3192,1,30786
67,武林同萌傳Online,3124,0,6960
68,異塵餘生 系列,3107,0,2023
69,天外Online,2983,1,6784
70,戰慄時空之絕對武力( CS ),2965,2,1473
71,空洞騎士  系列,2894,3,27487
72,爐石戰記,2868,4,24044
73,阿爾比恩 Online,2840,4,27044
74,戰地風雲,2803,1,4220
75,魔獸爭霸,2746,1,3044
76,吸血鬼倖存者,2531,0,74171
77,失落的方舟（Lost Ark）,2521,0,27410
78,戰爭雷霆（War Thunder）,2517,4,20947
79,巨商,2462,0,5079
80,決勝時刻,2447,4,5371
81,劍靈 Blade & Soul,2365,0,12980
82,絕地求生 PUBG,2353,8,30630
83,RPG製作大師,2340,1,4918
84,TBH: 塔斯克巴·英雄,2274,0,85631
85,邊緣世界,2238,1,27313
86,暗黑破壞神 3,2222,0,21400
87,永恆冒險 Grand Chase Classic,2182,0,8948
88,Grim Dawn,2103,0,19441
89,龍胤立志傳,2093,0,84973
90,永恆輪迴,2044,3,38217
91,石器時代 系列,1942,0,1571
92,逃離塔科夫,1914,2,29943
93,合力攻頂,1789,0,83079
94,漫威爭鋒,1773,1,79940
95,勇 Online,1766,0,11712
96,東方Project 系列,1756,1,10039
97,三國群英傳Online,1708,1,6777
98,騎馬與砍殺,1675,0,16393
99,逸劍風雲決,1637,0,76881
100,鬼谷八荒,1612,0,70540
101,千年戰爭 Aigis～一般版～,1612,1,27417
102,七日殺,1578,0,24608
103,仙劍奇俠傳 系列,1569,0,2417
104,金庸群俠傳,1547,0,10859
105,方舟 系列,1546,0,28423
106,魔力寶貝：永恆初心,1505,1,70151
107,MUV-LUV 少女庭園,1491,0,83149
108,星露谷物語 Stardew Valley,1474,0,20774
109,虹彩六號 系列,1373,2,1054
110,背包夥伴,1366,1,85261
111,A.V.A 戰地之王,1324,0,16618
112,魔獸世界：經典版,1320,0,36703
113,新墨魂 Online,1296,0,38561
114,星海爭霸,1283,1,3037
115,逃離鴨科夫,1281,1,83580
116,歐洲美洲卡車模擬 系列,1274,0,16179
117,童話 Online,1230,0,4211
118,Slay the Spire,1228,1,33661
119,俠客風雲傳 系列,1209,0,3148
120,皇者天下,1174,0,38055
