rank,title,popularity,article,bsn
1,瑪奇 Mobile,179732,117,32564
2,鳴潮,123303,54,74934
3,神魔之塔,108191,95,23805
4,棕色塵埃 2,92794,22,76207
5,原神,92366,112,36730
6,塔塔冒險隊,77631,25,85848
7,勝利女神：妮姬,76199,231,36390
8,SD 鋼彈 G 世代 永恆,70893,34,74906
9,貓咪大戰爭（にゃんこ大戦争）,64535,1,23772
10,絕區零,58833,51,74860
11,異環,44915,41,80679
12,崩壞：星穹鐵道,43337,38,72822
13,天堂 Mobile,41752,17,25908
14,Pokemon GO,36568,7,29659
15,Fate/Grand Order,28972,20,26742
16,明日方舟：終末地,26733,18,74604
17,蔚藍檔案,24292,16,38898
18,楓之谷 M,22432,8,29461
19,怪物彈珠,21882,12,25052
20,辟邪除妖 Variants Daphne,20748,6,70180
21,明日方舟,19847,4,33651
22,三國志•戰略版,18194,4,36815
23,少女前線 2：追放,16767,35,70502
24,煙雨江湖,16500,4,71402
25,卡厄思夢境,15900,4,80099
26,Monster Hunter Now,15626,4,77414
27,hololive Dreams,15090,11,84454
28,碧藍航線,13462,3,32550
29,傳說對決 Arena of Valor,13086,15,30518
30,鬥破蒼穹 M：少年崛起,13077,8,85983
31,寶可夢集換式卡牌遊戲口袋版,11550,14,79688
32,DRAGON BALL Z -七龍珠爆裂激戰-,11342,19,27096
33,星之救援者 StarSavior,11145,6,81995
34,超異域公主連結☆Re:Dive,11048,29,30861
35,瘋狂水世界,10679,9,85988
36,賽馬娘Pretty Derby,10010,15,34421
37,第七史詩,9821,5,34880
38,Pokémon Sleep,9680,15,36685
39,薑餅人放置大戰爭,9629,20,85818
40,楓之谷：放置冒險記,9395,1,82899
41,天堂 W,9238,2,71905
42,MLB：9 局職棒 系列,9126,8,31114
43,BLEACH 死神 Brave Souls,8958,8,27808
44,三國觀滄海,8696,13,85287
45,魔法少女小圓 Magia Exedra,8357,15,31057
46,闇影詩章 Shadowverse,7962,8,29330
47,Another Eden：穿越時空的貓,7809,4,29220
48,碧藍幻想 系列,7648,4,25204
49,RO 仙境傳說：世界之旅,7302,0,83054
50,隨機骰子 系列,7204,0,37396
51,杖劍傳說：坎斯汀之約,7169,2,80389
52,Pikmin Bloom,7026,1,72889
53,七騎士 RE:BIRTH,6352,3,79741
54,Limbus Company,6006,1,73052
55,搞鬼 M,5915,0,80259
56,勇者鬥惡龍 破限亂鬥,5723,11,83661
57,重返未來：1999,5699,4,75028
58,緋染天空 Heaven Burns Red,5578,13,37697
59,三國群英傳：策定九州,5558,8,84636
60,夢幻模擬戰 手機版,5523,0,33596
61,藍色星原：旅謠,5484,5,79865
62,英雄聯盟：聯盟戰棋,5211,5,38053
63,世界計畫 繽紛舞台！ feat. 初音未來,5177,1,37505
64,信長之野望 真戰,5150,5,82869
65,星塔旅人,5104,1,81566
66,MAJO - 末日策略 RPG,5032,1,85761
67,寶可夢大師,4949,0,36673
68,Rogue with the Dead - 亡途轉生,4826,1,81808
69,天地劫 手機版,4710,4,38462
70,嘟嘟臉惡作劇,4602,6,78781
71,鈴蘭之劍：爲這和平的世界,4582,1,71838
72,最後的克勞迪亞,4499,1,35735
73,我的英雄學院：UNITED SURVIVAL,4475,3,85186
74,寒霜啟示錄,4444,0,76999
75,忍者喵喵：保衛村莊,4288,4,80326
76,RAID : Shadow Legends,3732,4,36208
77,荒野亂鬥,3674,1,32407
78,心動小鎮,3634,4,75403
79,Kingshot,3609,2,82382
80,魔靈召喚,3444,0,26380
81,戰雙帕彌什,3297,0,37463
82,BanG Dream! 交織的樂章,3285,10,84526
83,龍村 3,3108,0,85385
84,女神異聞錄：夜幕魅影,3058,2,71034
85,LINE Rangers 銀河特攻隊,3050,0,25967
86,XXL 猛漢町,3036,1,80107
87,召喚圖板 Summons Board,3000,4,25691
88,果燃很派,2998,6,85671
89,運氣拼輸贏,2981,0,80385
90,魂墜深境,2958,3,85384
91,RO仙境傳說：新世代的誕生,2958,0,37030
92,逆水寒,2927,0,77001
93,Hero Siege,2891,0,25288
94,二重螺旋,2856,4,78855
95,龍族拼圖 Puzzle & Dragons,2771,1,22153
96,同盟塔防戰,2747,1,81508
97,遊戲王 決鬥聯盟,2741,2,29618
98,地平線行者 Horizon Walker,2722,2,81419
99,問答 RPG 魔法使與黑貓維茲,2696,0,25730
100,我想成為影之強者！Master of Garden,2681,1,75993
101,忘卻前夜 Morimens,2528,1,78829
102,英雄傳說 卡卡布三部曲,2517,5,80736
103,地牢深處 Dungeon Within,2505,0,85358
104,嘎嘎奇兵：蛋力來勝,2494,0,85265
105,英雄聯盟：激鬥峽谷,2471,5,37459
106,MLB 勁旅對決,2460,1,77583
107,Dungeon Slasher,2423,1,79453
108,白貓 Project,2356,1,26686
109,飄流幻境 Re：星之方舟,2265,2,82442
110,MARVEL SNAP,2188,2,74881
111,FINAL FANTASY RESONANCE,2121,1,27444
112,劍與遠征：啟程,2108,0,75975
113,Hero Wars,2013,4,38273
114,龍魂旅人,1984,0,81375
115,遺忘之劍,1931,0,80652
116,瑞利昂 (RELLION)：NPC 的生存記,1929,0,85516
117,Bleach：刀鳴,1926,2,78017
118,BanG Dream！少女樂團派對,1894,2,31877
119,塵白禁域,1888,1,72111
120,獵人 HUNTER×HUNTER NEN×SURVIVOR,1886,0,83777
