rank,title,popularity,article,bsn
1,電腦應用綜合討論,157995,82,60030
2,Steam 綜合討論板,65250,28,60599
3,綜合公仔玩具討論區,36272,7,60036
4,影音視聽討論區,15650,7,60535
5,職場甘苦談,13810,10,60561
6,智慧型手機,13670,12,60559
7,ACG二手交易板,12484,109,60508
8,動漫相關綜合,11275,60,60037
9,電影娛樂新視界,8763,8,60200
10,歡樂惡搞 KUSO,6882,9,60084
11,汽機車討論,4788,2,60545
12,模型技術與資訊,4701,0,60053
13,布袋戲文化綜合討論區,4212,2,867
14,野戰 (生存) 遊戲,3693,2,60534
15,電視遊樂器綜合討論區,3508,2,60001
16,軍事策略,3230,2,60208
17,NBA 系列,2772,7,4373
18,講談說論,2537,12,60440
19,酸甜苦辣留言板,2509,5,60091
20,虛擬 Youtuber（Vtuber）,2340,13,60608
21,VR 虛擬實境綜合討論,1890,0,60606
22,恐怖驚悚,1817,1,60201
23,繪畫與影像技術交流,1744,1,60143
24,世界之不可思議,1379,0,60433
25,熱門美國影集,1353,4,60481
26,輕小說綜合,1249,1,60415
27,桌上角色扮演遊戲(TRPG)討論,1154,2,60429
28,女性向遊戲,873,0,60480
29,美少女遊戲,852,0,60446
30,桌上遊戲 (BoardGame) 綜合討論,798,2,60537
31,偽娘向上委員會,717,0,60552
32,綜合實況討論板,714,11,60592
33,空想奇談創作交流區,678,2,60154
34,百合天國,647,0,60405
35,集換式卡牌遊戲（TCG）討論區,571,0,81445
36,軍旅生活,558,0,60564
37,樂器交流板,551,0,60598
38,手機與行動遊戲討論區,536,1,60059
39,歐美動畫綜合討論,513,2,60605
40,Cosplay 電漫角色扮演,511,0,60253
41,程式設計板,501,1,60292
42,香港漫畫板,484,0,60414
43,VOCALOID 虛擬人聲,460,0,60499
44,NVIDIA 玩家交流區,417,0,60247
45,幸福寵物交流區,380,1,60546
46,小品遊戲分享討論,377,0,60183
47,Unity 遊戲引擎,366,0,60602
48,日本綜藝影劇,328,1,60531
49,偵探推理,302,0,60219
50,綜合武術交流,284,0,60444
51,聲優天地,266,0,60388
52,棒球運動推廣,261,1,60530
53,自行車,246,0,60562
54,Dolls 人形,243,1,60471
55,攝影交流板,229,0,60549
56,網路購物交流,228,1,60554
57,電玩人求職中心,226,0,60490
58,往日遊戲,217,1,60230
59,笑話板,207,0,60555
60,PC 線上遊戲綜合討論區,192,0,60520
61,八卦板,186,0,60553
62,PC Game 電腦遊戲綜合討論區,186,0,60507
63,電漫蘿莉,181,2,60199
64,韓國綜藝影劇,179,0,60536
65,超級大玩家～吃喝玩樂電玩族,166,2,60080
66,海外生活及旅遊相關,166,1,60497
67,奇幻文學與遊戲,157,0,60215
68,MMD 製作與技術交流,145,0,60610
69,陰屍路,140,0,20346
70,烹飪技巧,133,0,60565
71,獸迷主題樂園,129,0,60604
72,獨立遊戲 Indie Game,128,0,60603
73,魔獸恩仇錄,126,0,60503
74,樂高積木相關綜合,126,0,60584
75,巴哈姆特勇者造型哈啦板,125,0,60094
76,BL 綜合討論,118,0,60198
77,外語討論板,116,0,60541
78,校園生活,102,0,60556
79,圖書交流哈啦板,94,1,60286
80,遊戲修改寶典,92,0,60041
81,綜合音樂板,91,0,60229
82,SQUARE ENIX,89,0,60071
83,迪士尼電影動畫系列綜合板,86,0,60600
84,日本歷史相關ACG(遊戲動漫),83,0,60238
85,巴哈勇者造型創作技巧討論板,78,0,60153
86,影像處理製作技巧,76,0,60427
87,國產遊戲綜合區,75,0,60402
88,中華歷史相關遊戲,73,0,60318
89,屏東板,71,0,60579
90,新竹板,69,0,60573
91,武俠世界,67,0,60368
92,台中市,67,0,60569
93,港澳地區板,65,0,60519
94,光榮板,63,0,60022
95,心理測驗綜合討論,61,0,60217
96,飛鏢運動推廣交流,60,0,60589
97,APP 軟體交流,59,0,60593
98,嘉義板,58,0,60578
99,網咖向上委員會,55,0,60355
100,台南市,55,0,60570
101,特文館寫作交流區,54,0,60156
102,AMD Fans 俱樂部,54,0,60152
103,養成網頁遊戲～寵物愛好者,47,0,60306
104,魔術方塊,40,0,60532
105,SCP 基金會綜合討論,40,0,22580
106,CSI 犯罪現場 系列,38,0,8092
107,同人誌萬花筒,36,0,60377
108,網路暨遊戲安全防護,35,0,60289
109,日本歌曲與歌手,34,0,60601
110,星座交流,32,0,60566
111,電子競技運動交流,31,0,60525
112,海外遊戲先鋒板,31,0,60543
113,勇者小屋佈景創作交流區,30,0,60460
114,流行娛樂特區,29,0,60434
115,桃園板,29,0,60572
116,高雄市,28,0,60571
117,新北市,28,0,60568
118,寶寶天地,28,0,70091
119,花蓮板,27,0,60581
120,家庭作業,26,0,60558
