rank,title,popularity,article,bsn
1,電腦應用綜合討論,163050,69,60030
2,Steam 綜合討論板,71496,31,60599
3,綜合公仔玩具討論區,36278,10,60036
4,智慧型手機,15993,13,60559
5,動漫相關綜合,15950,75,60037
6,職場甘苦談,15456,12,60561
7,影音視聽討論區,14775,4,60535
8,ACG二手交易板,12516,99,60508
9,電影娛樂新視界,10212,8,60200
10,模型技術與資訊,4947,0,60053
11,電視遊樂器綜合討論區,4727,1,60001
12,汽機車討論,4718,0,60545
13,布袋戲文化綜合討論區,4693,0,867
14,野戰 (生存) 遊戲,4280,2,60534
15,歡樂惡搞 KUSO,3847,12,60084
16,酸甜苦辣留言板,3515,3,60091
17,軍事策略,3330,2,60208
18,講談說論,3102,7,60440
19,虛擬 Youtuber（Vtuber）,3018,11,60608
20,NBA 系列,2861,6,4373
21,VR 虛擬實境綜合討論,2396,3,60606
22,繪畫與影像技術交流,2159,2,60143
23,桌上角色扮演遊戲(TRPG)討論,1994,1,60429
24,恐怖驚悚,1962,0,60201
25,世界之不可思議,1766,1,60433
26,輕小說綜合,1380,1,60415
27,美少女遊戲,1253,0,60446
28,熱門美國影集,1223,1,60481
29,百合天國,1088,4,60405
30,偽娘向上委員會,1045,2,60552
31,女性向遊戲,986,1,60480
32,歐美動畫綜合討論,837,0,60605
33,軍旅生活,788,0,60564
34,綜合實況討論板,778,5,60592
35,空想奇談創作交流區,767,12,60154
36,VOCALOID 虛擬人聲,757,1,60499
37,桌上遊戲 (BoardGame) 綜合討論,715,0,60537
38,手機與行動遊戲討論區,704,0,60059
39,小品遊戲分享討論,696,1,60183
40,樂器交流板,665,0,60598
41,香港漫畫板,636,0,60414
42,程式設計板,608,0,60292
43,Cosplay 電漫角色扮演,596,0,60253
44,幸福寵物交流區,566,1,60546
45,聲優天地,538,0,60388
46,偵探推理,534,0,60219
47,Unity 遊戲引擎,526,0,60602
48,自行車,503,0,60562
49,棒球運動推廣,492,1,60530
50,集換式卡牌遊戲（TCG）討論區,489,0,81445
51,往日遊戲,487,0,60230
52,綜合武術交流,473,0,60444
53,NVIDIA 玩家交流區,468,0,60247
54,日本綜藝影劇,465,0,60531
55,PC 線上遊戲綜合討論區,464,0,60520
56,超級大玩家～吃喝玩樂電玩族,452,0,60080
57,PC Game 電腦遊戲綜合討論區,437,0,60507
58,電漫蘿莉,429,2,60199
59,攝影交流板,420,0,60549
60,陰屍路,405,0,20346
61,電玩人求職中心,404,0,60490
62,Dolls 人形,404,1,60471
63,韓國綜藝影劇,386,0,60536
64,八卦板,386,0,60553
65,魔獸恩仇錄,382,0,60503
66,MMD 製作與技術交流,382,0,60610
67,樂高積木相關綜合,380,0,60584
68,海外生活及旅遊相關,375,0,60497
69,國產遊戲綜合區,374,1,60402
70,烹飪技巧,370,0,60565
71,綜合音樂板,366,1,60229
72,笑話板,366,0,60555
73,BL 綜合討論,365,0,60198
74,獸迷主題樂園,361,0,60604
75,日本歷史相關ACG(遊戲動漫),353,0,60238
76,巴哈姆特勇者造型哈啦板,341,0,60094
77,網路購物交流,339,0,60554
78,獨立遊戲 Indie Game,339,0,60603
79,外語討論板,339,0,60541
80,奇幻文學與遊戲,320,0,60215
81,影像處理製作技巧,319,0,60427
82,中華歷史相關遊戲,314,0,60318
83,光榮板,312,0,60022
84,SQUARE ENIX,310,0,60071
85,武俠世界,309,0,60368
86,遊戲修改寶典,304,0,60041
87,圖書交流哈啦板,303,0,60286
88,校園生活,302,0,60556
89,心理測驗綜合討論,295,0,60217
90,網咖向上委員會,292,0,60355
91,台中市,290,0,60569
92,AMD Fans 俱樂部,276,0,60152
93,迪士尼電影動畫系列綜合板,270,0,60600
94,養成網頁遊戲～寵物愛好者,269,0,60306
95,CSI 犯罪現場 系列,265,0,8092
96,桃園板,255,0,60572
97,日本歌曲與歌手,254,0,60601
98,網路暨遊戲安全防護,250,0,60289
99,台南市,249,0,60570
100,台北市,243,0,60567
101,飛鏢運動推廣交流,242,0,60589
102,同人誌萬花筒,242,0,60377
103,嘉義板,241,0,60578
104,SCP 基金會綜合討論,240,0,22580
105,港澳地區板,237,0,60519
106,新竹板,235,0,60573
107,JAM Project,234,0,60529
108,海外遊戲先鋒板,232,0,60543
109,彰化板,232,1,60575
110,魔術方塊,229,0,60532
111,花蓮板,229,0,60581
112,家庭作業,229,0,60558
113,APP 軟體交流,229,0,60593
114,光線槍射擊遊戲,228,0,60218
115,電玩節目,227,0,60207
116,新北市,226,0,60568
117,高雄市,225,0,60571
118,流行娛樂特區,225,0,60434
119,綜合運動板,224,0,60540
120,特文館寫作交流區,224,0,60156
