rank,title,popularity,article,bsn
1,電腦應用綜合討論,136493,44,60030
2,Steam 綜合討論板,63240,23,60599
3,綜合公仔玩具討論區,38248,13,60036
4,影音視聽討論區,17569,7,60535
5,職場甘苦談,15921,6,60561
6,智慧型手機,14822,3,60559
7,動漫相關綜合,14302,107,60037
8,ACG二手交易板,11454,94,60508
9,電影娛樂新視界,8194,8,60200
10,模型技術與資訊,5896,1,60053
11,歡樂惡搞 KUSO,5214,10,60084
12,汽機車討論,5073,1,60545
13,布袋戲文化綜合討論區,4690,3,867
14,野戰 (生存) 遊戲,3999,0,60534
15,電視遊樂器綜合討論區,3616,6,60001
16,虛擬 Youtuber（Vtuber）,2421,17,60608
17,軍事策略,2403,2,60208
18,酸甜苦辣留言板,2401,0,60091
19,NBA 系列,2076,11,4373
20,講談說論,1962,13,60440
21,VR 虛擬實境綜合討論,1948,1,60606
22,繪畫與影像技術交流,1908,2,60143
23,恐怖驚悚,1725,4,60201
24,世界之不可思議,1623,0,60433
25,聲優天地,1559,1,60388
26,輕小說綜合,1233,1,60415
27,熱門美國影集,1212,3,60481
28,桌上角色扮演遊戲(TRPG)討論,1203,1,60429
29,美少女遊戲,1128,0,60446
30,女性向遊戲,1113,0,60480
31,百合天國,1035,3,60405
32,桌上遊戲 (BoardGame) 綜合討論,717,0,60537
33,綜合實況討論板,688,6,60592
34,偽娘向上委員會,684,0,60552
35,樂器交流板,588,0,60598
36,VOCALOID 虛擬人聲,555,2,60499
37,手機與行動遊戲討論區,552,0,60059
38,空想奇談創作交流區,534,3,60154
39,軍旅生活,505,0,60564
40,歐美動畫綜合討論,499,0,60605
41,集換式卡牌遊戲（TCG）討論區,470,0,81445
42,程式設計板,466,1,60292
43,香港漫畫板,422,1,60414
44,偵探推理,417,1,60219
45,NVIDIA 玩家交流區,375,0,60247
46,幸福寵物交流區,370,1,60546
47,往日遊戲,369,0,60230
48,Cosplay 電漫角色扮演,366,0,60253
49,日本綜藝影劇,352,0,60531
50,棒球運動推廣,350,2,60530
51,攝影交流板,339,0,60549
52,小品遊戲分享討論,334,0,60183
53,Unity 遊戲引擎,325,0,60602
54,Dolls 人形,283,1,60471
55,自行車,271,0,60562
56,PC Game 電腦遊戲綜合討論區,260,0,60507
57,電玩人求職中心,251,1,60490
58,網路購物交流,223,0,60554
59,綜合武術交流,222,2,60444
60,八卦板,206,0,60553
61,PC 線上遊戲綜合討論區,190,0,60520
62,陰屍路,182,0,20346
63,樂高積木相關綜合,178,0,60584
64,國產遊戲綜合區,168,3,60402
65,綜合音樂板,161,0,60229
66,MMD 製作與技術交流,160,1,60610
67,韓國綜藝影劇,155,1,60536
68,遊戲修改寶典,153,0,60041
69,獸迷主題樂園,149,0,60604
70,超級大玩家～吃喝玩樂電玩族,145,0,60080
71,烹飪技巧,133,0,60565
72,海外生活及旅遊相關,131,0,60497
73,巴哈姆特勇者造型哈啦板,130,0,60094
74,笑話板,129,0,60555
75,圖書交流哈啦板,127,0,60286
76,電漫蘿莉,126,3,60199
77,獨立遊戲 Indie Game,125,3,60603
78,外語討論板,120,0,60541
79,魔獸恩仇錄,118,0,60503
80,影像處理製作技巧,111,0,60427
81,BL 綜合討論,104,0,60198
82,嘉義板,102,0,60578
83,校園生活,92,0,60556
84,桃園板,89,0,60572
85,日本歷史相關ACG(遊戲動漫),78,1,60238
86,巴哈勇者造型創作技巧討論板,75,0,60153
87,迪士尼電影動畫系列綜合板,73,0,60600
88,中華歷史相關遊戲,73,0,60318
89,奇幻文學與遊戲,72,0,60215
90,光榮板,71,0,60022
91,武俠世界,66,0,60368
92,台中市,65,0,60569
93,屏東板,64,0,60579
94,網咖向上委員會,61,0,60355
95,台南市,58,1,60570
96,AMD Fans 俱樂部,58,0,60152
97,魔術方塊,56,0,60532
98,心理測驗綜合討論,56,0,60217
99,飛鏢運動推廣交流,53,0,60589
100,網路暨遊戲安全防護,49,0,60289
101,新竹板,49,0,60573
102,SQUARE ENIX,43,0,60071
103,特文館寫作交流區,41,0,60156
104,日本歌曲與歌手,41,0,60601
105,大眾交通討論板,38,0,60586
106,同人誌萬花筒,37,0,60377
107,Lycee Trading Card Game,36,0,60505
108,光線槍射擊遊戲,35,0,60218
109,兩岸動漫遊戲交流板,34,0,60445
110,SCP 基金會綜合討論,33,0,22580
111,宜蘭板,31,0,60580
112,星座交流,30,0,60566
113,彰化板,30,0,60575
114,台北市,30,0,60567
115,APP 軟體交流,29,0,60593
116,澎湖板,26,0,60583
117,流行娛樂特區,26,0,60434
118,創夢－同人資訊情報誌,26,0,60357
119,血肉之戰（Flesh and Blood）,24,0,71362
120,綜合運動板,24,0,60540
