rank,title,popularity,article,bsn
1,瑪奇 Mobile,232708,197,32564
2,棕色塵埃 2,209666,73,76207
3,鳴潮,198750,144,74934
4,神魔之塔,142595,94,23805
5,塔塔冒險隊,71128,17,85848
6,SD 鋼彈 G 世代 永恆,64674,55,74906
7,勝利女神：妮姬,59610,43,36390
8,絕區零,56057,39,74860
9,異環,54047,83,80679
10,天堂 Mobile,53198,23,25908
11,怪物彈珠,49832,13,25052
12,原神,49307,33,36730
13,崩壞：星穹鐵道,46394,14,72822
14,辟邪除妖 Variants Daphne,44198,20,70180
15,貓咪大戰爭（にゃんこ大戦争）,43564,2,23772
16,Pokemon GO,40438,21,29659
17,Fate/Grand Order,35976,19,26742
18,明日方舟：終末地,29110,26,74604
19,蔚藍檔案,24309,19,38898
20,卡厄思夢境,22792,10,80099
21,煙雨江湖,22550,10,71402
22,三國志•戰略版,20465,7,36815
23,碧藍航線,18748,7,32550
24,明日方舟,17079,7,33651
25,hololive Dreams,16847,24,84454
26,鬥破蒼穹 M：少年崛起,15908,20,85983
27,薑餅人放置大戰爭,15893,28,85818
28,星之救援者 StarSavior,15771,7,81995
29,第七史詩,15615,6,34880
30,寶可夢集換式卡牌遊戲口袋版,15149,10,79688
31,天堂 W,13102,3,71905
32,少女前線 2：追放,12850,23,70502
33,超異域公主連結☆Re:Dive,12243,30,30861
34,傳說對決 Arena of Valor,11242,11,30518
35,Monster Hunter Now,10764,4,77414
36,楓之谷 M,10361,3,29461
37,MAJO - 末日策略 RPG,9722,7,85761
38,三國觀滄海,8817,7,85287
39,魔法少女小圓 Magia Exedra,8811,9,31057
40,RO 仙境傳說：世界之旅,8663,1,83054
41,Rogue with the Dead - 亡途轉生,8538,2,81808
42,隨機骰子 系列,8231,0,37396
43,闇影詩章 Shadowverse,7761,8,29330
44,龍村 3,7680,7,85385
45,搞鬼 M,7607,6,80259
46,最後的克勞迪亞,7560,6,35735
47,楓之谷：放置冒險記,7328,0,82899
48,碧藍幻想 系列,7308,10,25204
49,忍者喵喵：保衛村莊,7203,4,80326
50,Pikmin Bloom,7156,3,72889
51,勇者鬥惡龍 破限亂鬥,7086,5,83661
52,戰雙帕彌什,7014,3,37463
53,星塔旅人,6789,2,81566
54,賽馬娘Pretty Derby,6516,11,34421
55,Another Eden：穿越時空的貓,6462,2,29220
56,Pokémon Sleep,6297,16,36685
57,杖劍傳說：坎斯汀之約,6058,4,80389
58,英雄聯盟：聯盟戰棋,5843,5,38053
59,嘟嘟臉惡作劇,5607,3,78781
60,夢幻模擬戰 手機版,5380,1,33596
61,BLEACH 死神 Brave Souls,5314,1,27808
62,三國群英傳：策定九州,5230,4,84636
63,XXL 猛漢町,5124,3,80107
64,信長之野望 真戰,5092,6,82869
65,女神異聞錄：夜幕魅影,5081,6,71034
66,寶可夢大師,4995,3,36673
67,緋染天空 Heaven Burns Red,4947,2,37697
68,Limbus Company,4890,1,73052
69,天地劫 手機版,4809,2,38462
70,瘋狂水世界,4709,10,85988
71,DRAGON BALL Z -七龍珠爆裂激戰-,4534,2,27096
72,問答 RPG 魔法使與黑貓維茲,4487,6,25730
73,鈴蘭之劍：爲這和平的世界,4383,3,71838
74,七騎士 RE:BIRTH,4262,4,79741
75,寒霜啟示錄,4205,0,76999
76,MLB：9 局職棒 系列,4125,1,31114
77,重返未來：1999,3806,1,75028
78,英雄聯盟：激鬥峽谷,3645,10,37459
79,我想成為影之強者！Master of Garden,3507,4,75993
80,我的英雄學院：UNITED SURVIVAL,3435,7,85186
81,召喚圖板 Summons Board,3426,2,25691
82,Hero Siege,3351,1,25288
83,心動小鎮,3189,2,75403
84,藍色星原：旅謠,3174,1,79865
85,同盟塔防戰,3143,0,81508
86,Kingshot,3111,5,82382
87,世界計畫 繽紛舞台！ feat. 初音未來,3107,1,37505
88,MARVEL SNAP,3033,2,74881
89,忘卻前夜 Morimens,3032,3,78829
90,RO仙境傳說：新世代的誕生,3012,0,37030
91,遺忘之劍,2960,2,80652
92,劍與遠征：啟程,2954,5,75975
93,MLB 勁旅對決,2903,1,77583
94,瑞利昂 (RELLION)：NPC 的生存記,2858,1,85516
95,二重螺旋,2778,5,78855
96,魂墜深境,2765,0,85384
97,英雄傳說 卡卡布三部曲,2651,3,80736
98,地平線行者 Horizon Walker,2637,6,81419
99,BanG Dream！少女樂團派對,2615,0,31877
100,果燃很派,2614,2,85671
101,魔御：STAR DIVE,2562,3,81457
102,龍族拼圖 Puzzle & Dragons,2490,2,22153
103,地牢深處 Dungeon Within,2490,1,85358
104,逆水寒,2487,0,77001
105,荒野亂鬥,2432,0,32407
106,魔靈召喚,2415,0,26380
107,塵白禁域,2366,1,72111
108,RAID : Shadow Legends,2334,0,36208
109,飄流幻境 Re：星之方舟,2315,2,82442
110,LINE Rangers 銀河特攻隊,2300,1,25967
111,遊戲王 決鬥聯盟,2225,1,29618
112,嘎嘎奇兵：蛋力來勝,2211,0,85265
113,鎖鏈戰記 CHAIN CHRONICLE,2181,2,24520
114,雙面神姬,2108,0,85535
115,運氣拼輸贏,2093,0,80385
116,Dungeon Slasher,2061,3,79453
117,咒術迴戰 幻影夜行,2042,3,71515
118,守望傳說 Guardian Tales,1942,4,38113
119,天堂 2 M,1820,1,33316
120,龍魂旅人,1794,0,81375
